"Is Joint"	"Client No."	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Tel type 4"	"Tel type 3"	"Tel type 2"	"Tel type 1"	"Status"	"Segmentation"	"Model Number"	"Model Name"	"Management Level"	"Language"	"Full Name"	"Email 3"	"Email 2"	"Email 1"	"Date of Birth"	"Communication"	"Client Relationship No."	"Margin"	"Last Communication"	"Telephone 3"	"Telephone 4"	"Total Value"	"Name"
"No"	"800046"	"(450) 555-3143"	"(450) 555-2128"	"31,075.36"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CHRISTINE FRESEY"	""	""	"ARGIA.BELIVEAU@hotmail.com"	"02/03/1968"	""	""	"0.00"	""	"(450) 555-0669"	""	"1,469,459.41"	"FRESEY CHRISTINE"
"No"	"800076"	"(450) 555-4536"	"(450) 555-9434"	"1,219.59"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BROCHU GALLATI"	""	""	"ALBANY.BOUCHARD@usa.net"	"06/18/1975"	""	""	"n/a"	""	"(450) 555-2551"	""	"10,996.27"	"GALLATI BROCHU"
"No"	"800280"	"(450) 555-3727"	"(450) 555-4080"	"215,121.45"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BENEZETTE GALLEY"	""	""	"AMZENA.MCINERNEY@yahoo.com"	"06/15/1975"	""	""	"0.00"	""	"(450) 555-9786"	""	"1,604,231.24"	"GALLEY BENEZETTE"
"No"	"800021"	"(450) 555-7564"	"(450) 555-0541"	"(27,223.37)"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"BAYNE GARTON"	""	""	"AAA@hotmail.com"	"01/10/1950"	""	""	"n/a"	""	"(450) 555-5501"	""	"1,385,183.46"	"GARTON BAYNE"
"No"	"800267"	"(450) 555-5552"	"(450) 555-4777"	"27,233.61"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ALOIS GATES"	""	""	"BERNIE.COLELLA@yahoo.com"	"07/28/1947"	""	""	"0.00"	""	"(450) 555-6300"	""	"1,200,707.22"	"GATES ALOIS"
"No"	"800023"	"(450) 555-2673"	"(450) 555-1714"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"BROCK GERRARD"	""	""	"BAYNE.BALDAUF@yahoo.com"	"01/10/1950"	""	""	"n/a"	""	"(450) 555-5063"	""	"0.00"	"GERRARD BROCK"
"No"	"800250"	"(450) 555-4517"	"(450) 555-3322"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BOURBON GHILZON"	""	""	"ali.hachemi@croesus.com"	"09/07/1968"	""	""	"n/a"	""	"(450) 555-2217"	""	"0.00"	"GHILZON BOURBON"
"No"	"800277"	"(450) 555-7492"	"(450) 555-1520"	"27,229.24"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ANGELLA GIRARDIN"	""	""	"BRETT.COUTLEE@caramail.com"	"06/15/1975"	""	""	"0.00"	""	"(450) 555-4251"	""	"1,032,303.72"	"GIRARDIN ANGELLA"
"No"	"300007"	"(450) 555-4444"	"(450) 555-4441"	"952,722.73"	"CAD"	"4"	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"GP VALIDATION"	""	""	"julie.lamarche@croesus.com"	"01/01/1980"	""	""	"n/a"	""	"(450) 555-4442"	"(450) 555-4443"	"952,722.73"	"GP VALIDATION"
"No"	"800213"	"(450) 555-6400"	"(450) 555-0551"	"9,178.02"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"AMIOT GRACIE"	""	""	"AUGUSTUS.CADOTTE@yahoo.com"	"10/10/1936"	""	""	"n/a"	""	"(450) 555-1473"	""	"1,040,331.72"	"GRACIE AMIOT"
"No"	"800031"	"(450) 555-6375"	"(450) 555-4339"	"140,392.51"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"SOWLIN GREENSPOON"	""	""	"BRAD.BARISH@caramail.com"	"07/22/1936"	""	""	"n/a"	""	"(450) 555-4534"	""	"824,573.84"	"GREENSPOON SOWLI"
"No"	"800269"	"(450) 555-8618"	"(450) 555-2516"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BARRY GREICO"	""	""	"BELISLE.COMPTABLE@yahoo.com"	"07/28/1947"	""	""	"n/a"	""	"(450) 555-8094"	""	"0.00"	"GREICO BARRY"
"No"	"800060"	"(450) 555-7403"	"(450) 555-9104"	"266,432.63"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"CHANTAL GRUEN"	""	""	"AMIOT.BIRT@hotmail.com"	"12/12/1970"	""	""	"n/a"	""	"(450) 555-1306"	""	"999,539.12"	"GRUEN CHANTAL"
"No"	"800085"	"(450) 555-2559"	"(450) 555-4855"	"3,150.94"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"ALLAN GUERASSIMENKO"	""	""	"BERTHIAUM.BRIDGMAN@yahoo.com"	"06/18/1975"	""	""	"0.00"	""	"(450) 555-2499"	""	"136,858.80"	"GUERASSIMENKO AL"
"No"	"800279"	"(450) 555-8609"	"(450) 555-8745"	"9,522.84"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"OLIVIER GUIMOND"	""	""	"CATHERYN.POIRE@videotron.ca"	"06/15/1975"	""	""	"0.00"	""	"(450) 555-0091"	""	"1,804,711.05"	"GUIMOND OLIVIER"
"No"	"800061"	"(450) 555-5681"	"(450) 555-2065"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"BONACE GURAK"	""	""	"ARCHEVEQUE.BISH@hotmail.com"	"12/12/1970"	""	""	"0.00"	""	"(450) 555-5030"	""	"0.00"	"GURAK BONACE"
"No"	"800287"	"(450) 555-0474"	"(450) 555-7343"	"11,408.47"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AURORE HARTER"	""	""	"ANGES.CROSKERY@hotmail.com"	"04/09/1964"	""	""	"n/a"	""	"(450) 555-9184"	""	"1,000,448.72"	"HARTER AURORE"
"No"	"800001"	"(450) 555-6794"	"(450) 555-3879"	"34,190.80"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"ALAIN HEFFELFINGER"	""	""	"ALIGNEMENT.DUCHAINE@usa.net"	"09/12/1948"	""	""	"n/a"	""	"(450) 555-3513"	""	"1,275,809.41"	"HEFFELFINGER ALA"
"No"	"800249"	"(450) 555-6934"	"(450) 555-4795"	"162,759.21"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ARRY HOFFMAN"	""	""	"ali.hachemi@croesus.com"	"09/07/1968"	""	""	"n/a"	""	"(450) 555-2219"	""	"21,360,971.70"	"HOFFMAN ARRY"
"No"	"800271"	"(450) 555-7821"	"(450) 555-9043"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ACURA HOLLIS"	""	""	"AURELIANO.CONNELL@yahoo.com"	"06/15/1975"	""	""	"n/a"	""	"(450) 555-4080"	""	"0.00"	"HOLLIS ACURA"
"No"	"800243"	"(450) 555-0805"	"(450) 555-6049"	"511.06"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ANTONINE HUMPHREY"	""	""	"ali.hachemi@croesus.com"	"10/11/1959"	""	""	"n/a"	""	"(450) 555-3135"	""	"96,755.89"	"HUMPHREY ANTONIN"
"No"	"800220"	"(450) 555-2470"	"(450) 555-4704"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CAHTERINE ISMAN"	""	""	"AUTOBUS.CARIGNAN@yahoo.com"	"03/07/1965"	""	""	"0.00"	""	"(450) 555-0964"	""	"0.00"	"ISMAN CAHTERINE"
"No"	"800062"	"(450) 555-5792"	"(450) 555-5859"	"40,424.08"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"AMALIE ISSENMAN"	""	""	"BRANT.BISSONETTE@caramail.com"	"12/12/1970"	""	""	"n/a"	""	"(450) 555-3247"	""	"235,515.87"	"ISSENMAN AMALIE"
"No"	"800036"	"(450) 555-9221"	"(450) 555-8285"	"358,856.66"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"BEVERALY JACOBSON"	""	""	"BERRTRAND.BAUDOUIN@yahoo.com"	"04/23/1967"	""	""	"n/a"	""	"(450) 555-9221"	""	"991,182.99"	"JACOBSON BEVERAL"
"No"	"800254"	"(450) 555-7000"	"(450) 555-6489"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ANTONIUS JAKOBSEN"	""	""	"ACAKIU.COOK@usa.net"	"08/12/1981"	""	""	"n/a"	""	"(450) 555-5568"	""	"0.00"	"JAKOBSEN ANTONIU"
"No"	"800221"	"(450) 555-8323"	"(450) 555-5347"	"3,265.27"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CARLEY JANELLE"	""	""	"BERUBE.CARNOGURSKY@yahoo.com"	"03/07/1965"	""	""	"n/a"	""	"(450) 555-5330"	""	"643,760.16"	"JANELLE CARLEY"
"No"	"800078"	"(450) 555-0097"	"(450) 555-7078"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BABCOCK JANSEN"	""	""	"CHANTAL.BOURASSA@videotron.ca"	"06/18/1975"	""	""	"n/a"	""	"(450) 555-6370"	""	"0.00"	"JANSEN BABCOCK"
"No"	"800087"	"(450) 555-4064"	"(450) 555-0850"	"12,409.99"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"JOAN MCDOWALL"	""	""	"BOIVIN.BRISSON@caramail.com"	"06/18/1975"	""	""	"0.00"	""	"(450) 555-9125"	""	"406,276.14"	"JOAN CAYLEY"
"No"	"800048"	"(450) 555-5398"	"(450) 555-5398"	"35,147.92"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ALOURDES KADOTA"	""	""	"BELLEROSE.BELVAN@yahoo.com"	"02/03/1968"	""	""	"n/a"	""	"(450) 555-4403"	""	"809,372.92"	"KADOTA ALOURDES"
"No"	"800077"	"(450) 555-6516"	"(450) 555-7029"	"6,846.68"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"MCKENZIE KING"	""	""	"BOUFFARD.GOLUBOVICH@caramail.com"	"06/18/1975"	""	""	"0.00"	""	"(450) 555-7381"	""	"170,018.56"	"KING MCKENZIE"
"No"	"800260"	"(450) 555-1222"	"(450) 555-2627"	"562.82"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"CHARTRAND KINOSHITA"	""	""	"BARGAIN.RENALD@yahoo.com"	"07/28/1947"	""	""	"0.00"	""	"(450) 555-7387"	""	"717,687.42"	"KINOSHITA CHARTR"
"No"	"800079"	"(450) 555-5954"	"(450) 555-2795"	"1,963.11"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AILLEEN KLINGMAN"	""	""	"CARMINE.BOURDEAU($US)@caramail.com"	"06/18/1975"	""	""	"n/a"	""	"(450) 555-6027"	""	"824,826.09"	"KLINGMAN AILLEEN"
"No"	"800234"	"(450) 555-1766"	"(450) 555-1473"	"12,994.59"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AMEDEE KNIGHT"	""	""	"CHARTIER.CHENARD@videotron.ca"	"10/11/1959"	""	""	"0.00"	""	"(450) 555-4070"	""	"1,031,946.70"	"KNIGHT AMEDEE"
"No"	"800042"	"(450) 555-9672"	"(450) 555-7949"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"BUBSIE KRABSEN"	""	""	"ANGELE.BEAVEN@hotmail.com"	"01/30/1960"	""	""	"n/a"	""	"(450) 555-1172"	""	"0.00"	"KRABSEN BUBSIE"
"No"	"800014"	"(450) 555-4622"	"(450) 555-8363"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BABE KROEGER"	""	""	"CHARTIER.ASSEDOU@videotron.ca"	"01/10/1950"	""	""	"0.00"	""	"(450) 555-0128"	""	"0.00"	"KROEGER BABE"
"No"	"800272"	"(450) 555-4522"	"(450) 555-5815"	"27,967.43"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BLAKE LAFERRIERE"	""	""	"AJITT.CONTRIBUTION@usa.net"	"06/15/1975"	""	""	"0.00"	""	"(450) 555-8881"	""	"751,089.04"	"LAFERRIERE BLAKE"
"No"	"800013"	"(450) 555-2336"	"(450) 555-7096"	"88,540.53"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BERNARDIN LANDRY"	""	""	"carole.turcotte@croesus.com"	"01/10/1950"	""	""	"n/a"	""	"(450) 555-7846"	""	"1,948,134.98"	"LANDRY BERNARDIN"
"No"	"800218"	"(450) 555-6452"	"(450) 555-5224"	"608.13"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BERNICE LAPICO"	""	""	"BERT.CAPONI@yahoo.com"	"03/07/1965"	""	""	"n/a"	""	"(450) 555-2110"	""	"401,796.81"	"LAPICO BERNICE"
"No"	"800050"	"(450) 555-6989"	"(450) 555-8616"	"0.00"	"USD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AIDAN LAWLEY"	""	""	"AMANDA.BENT@usa.net"	"05/07/1960"	""	""	"n/a"	""	"(450) 555-6910"	""	"0.00"	"LAWLEY AIDAN"
"No"	"800037"	"(450) 555-2241"	"(450) 555-5351"	"11,006.85"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"ALUN LESTRAT"	""	""	"BAILEY.BAWOLAK@yahoo.com"	"04/23/1967"	""	""	"n/a"	""	"(450) 555-5840"	""	"750,957.45"	"LESTRAT ALUN"
"No"	"800247"	"(450) 555-6604"	"(450) 555-3152"	"1,946.17"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ABBAYE LEVEILLEE"	""	""	"ali.hachemi@croesus.com"	"09/07/1968"	""	""	"n/a"	""	"(450) 555-3933"	""	"890,334.75"	"LEVEILLEE ABBAYE"
"No"	"800018"	"(450) 555-2486"	"(450) 555-6577"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"BRENNAN LOUIS"	""	""	"AUDE.AUMOND@hotmail.com"	"01/10/1950"	""	""	"n/a"	""	"(450) 555-8865"	""	"0.00"	"LOUIS BRENNAN"
"No"	"800052"	"(450) 555-9363"	"(450) 555-9832"	"3,918.96"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ALINE LYE"	""	""	"BAGGA.BERCIER@yahoo.com"	"05/07/1960"	""	""	"n/a"	""	"(450) 555-8992"	""	"589,870.70"	"LYE ALINE"
"No"	"800276"	"(450) 555-7542"	"(450) 555-3195"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ALEX LYTLE"	""	""	"BOURSE.COUSSON@caramail.com"	"06/15/1975"	""	""	"n/a"	""	"(450) 555-8412"	""	"0.00"	"LYTLE ALEX"
"No"	"800071"	"(450) 555-0523"	"(450) 555-7723"	"1,768.44"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CEDARS MACDONALD"	""	""	"CLAIRA.BOMEK@videotron.ca"	"02/11/1953"	""	""	"n/a"	""	"(450) 555-5770"	""	"106,493.04"	"MACDONALD CEDARS"
"No"	"800069"	"(450) 555-0843"	"(450) 555-8003"	"11,302.74"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"MATHIEU MAHEU"	""	""	"AMEDEE.BOHUON@usa.net"	"02/11/1953"	""	""	"0.00"	""	"(450) 555-9745"	""	"161,133.13"	"MAHEU MATHIEU"
"No"	"800038"	"(450) 555-7211"	"(450) 555-3571"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ANGIOLINA MAINELLA"	""	""	"ARVIS.BAZIN@hotmail.com"	"04/23/1967"	""	""	"n/a"	""	"(450) 555-3616"	""	"458,579.49"	"MAINELLA ANGIOLI"
"No"	"800020"	"(450) 555-3128"	"(450) 555-7332"	"121,305.66"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"ACACIA MAKRIS"	""	""	"ALMOOR.AYOTTE@usa.net"	"01/10/1950"	""	""	"0.00"	""	"(450) 555-7588"	""	"4,384,122.51"	"MAKRIS ACACIA"
"No"	"800229"	"(450) 555-4364"	"(450) 555-5087"	"29,742.82"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BALLANTYNE MALISKA"	""	""	"ATUL.CHAMARD@hotmail.com"	"03/07/1965"	""	""	"n/a"	""	"(450) 555-1113"	""	"810,126.69"	"MALISKA BALLANTY"
"No"	"800009"	"(450) 555-8881"	"(450) 555-3223"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CELINE MALITO"	""	""	"BESS.ARCILA@yahoo.com"	"09/12/1948"	""	""	"n/a"	""	"(450) 555-4649"	""	"0.00"	"MALITO CELINE"
"No"	"800053"	"(450) 555-0152"	"(450) 555-5756"	"9,840.14"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BEAULIEU MALO"	""	""	"CATHERINE.BERLINGUETTE@videotron.ca"	"05/07/1960"	""	""	"n/a"	""	"(450) 555-1298"	""	"417,945.16"	"MALO BEAULIEU"
"No"	"800246"	"(450) 555-4339"	"(450) 555-3138"	"5,522.58"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CARLE MARCIL"	""	""	"ali.hachemi@croesus.com"	"09/07/1968"	""	""	"n/a"	""	"(450) 555-1328"	""	"550,348.48"	"MARCIL CARLE"
"No"	"800003"	"(450) 555-8077"	"(450) 555-1655"	"10,434.74"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BRITT MARSTON"	""	""	"ali.hachemi@croesus.com"	"09/12/1948"	""	""	"n/a"	""	"(450) 555-3691"	""	"817,586.93"	"MARSTON BRITT"
"No"	"800268"	"(450) 555-1284"	"(450) 555-5778"	"4,111.26"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AUDETTE MARTELLO"	""	""	"ASHRAF.COLQUHOUN@hotmail.com"	"07/28/1947"	""	""	"0.00"	""	"(450) 555-3267"	""	"873,447.62"	"MARTELLO AUDETTE"
"No"	"800205"	"(450) 555-4830"	"(450) 555-4237"	"19,858.84"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BENNO MASSIE"	""	""	"ANGELINA.BRUYNOOGHE@hotmail.com"	"06/18/1975"	""	""	"n/a"	""	"(450) 555-1332"	""	"7,584,703.95"	"MASSIE BENNO"
"No"	"800222"	"(450) 555-6658"	"(450) 555-6615"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AURELIANO MCCOMBE"	""	""	"AMZINA.CASINO@yahoo.com"	"03/07/1965"	""	""	"n/a"	""	"(450) 555-1316"	""	"0.00"	"MCCOMBE AURELIAN"
"No"	"800086"	"(450) 555-4064"	"(450) 555-0850"	"11,094.54"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"CAYLEY MCDOWALL"	""	""	"BOIVIN.BRISSON@caramail.com"	"06/18/1975"	""	""	"0.00"	""	"(450) 555-9125"	""	"157,674.81"	"MCDOWALL CAYLEY"
"No"	"800006"	"(450) 555-2490"	"(450) 555-3099"	"(6,659.96)"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BLACK MCGILLICUDDY"	""	""	"mugurel.scobiac@croesus.com"	"09/12/1948"	""	""	"0.00"	""	"(450) 555-3496"	""	"2,059,865.64"	"MCGILLICUDDY BLA"
"No"	"800224"	"(450) 555-5501"	"(450) 555-3816"	"21,875.49"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"ALFONSO MCGRATH"	""	""	"ANASTASIA.CASSISTAT@hotmail.com"	"03/07/1965"	""	""	"0.00"	""	"(450) 555-2397"	""	"874,364.59"	"MCGRATH ALFONSO"
"No"	"800203"	"(450) 555-2933"	"(450) 555-0804"	"13,294.55"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ALDEGE MCINTAGGART"	""	""	"CAMIL.BROWNE@caramail.com"	"06/18/1975"	""	""	"0.00"	""	"(450) 555-3578"	""	"602,915.68"	"MCINTAGGART ALDE"
"No"	"800273"	"(450) 555-0869"	"(450) 555-3055"	"29,680.29"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CELESTE MCMULLIN"	""	""	"ALEXANDER.CORDISCO@usa.net"	"06/15/1975"	""	""	"0.00"	""	"(450) 555-2933"	""	"2,074,462.16"	"MCMULLIN CELESTE"
"No"	"800030"	"(450) 555-8360"	"(450) 555-3453"	"39,308.65"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BELISLE MCNEIL"	""	""	"CATHERINA.BARBOUR@videotron.ca"	"07/22/1936"	""	""	"n/a"	""	"(450) 555-8921"	""	"412,911.57"	"MCNEIL BELISLE"
"No"	"800016"	"(450) 555-5962"	"(450) 555-9688"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"BECHARA MIGUÉ"	""	""	"AUDREY.AUBREY@hotmail.com"	"01/10/1950"	""	""	"0.00"	""	"(450) 555-1163"	""	"0.00"	"MIGUÉ BECHARA"
"No"	"800201"	"(450) 555-7515"	"(450) 555-1014"	"1,260.05"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BRUCE MURDOCK"	""	""	"CLARENCE.BROGAN@videotron.ca"	"06/18/1975"	""	""	"n/a"	""	"(450) 555-5468"	""	"73,332.75"	"MURDOCK BRUCE"
"No"	"800206"	"(450) 555-7763"	"(450) 555-0545"	"9,136.78"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ANNU MUTCHMORE"	""	""	"BRASSEURS.BUCHER@caramail.com"	"06/18/1975"	""	""	"0.00"	""	"(450) 555-3782"	""	"1,136,101.67"	"MUTCHMORE ANNU"
"No"	"800083"	"(450) 555-2470"	"(450) 555-9021"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ANTOINETTE NEILL"	""	""	"BRASSERIE.STANTON@caramail.com"	"06/18/1975"	""	""	"n/a"	""	"(450) 555-0636"	""	"0.00"	"NEILL ANTOINETTE"
"No"	"800082"	"(450) 555-1298"	"(450) 555-7980"	"93,297.43"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BENNETT NEVINS"	""	""	"BERVERLY.BRABANTB@yahoo.com"	"06/18/1975"	""	""	"0.00"	""	"(450) 555-3222"	""	"1,993,045.46"	"NEVINS BENNETT"
"No"	"800029"	"(450) 555-5750"	"(450) 555-8918"	"0.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"AQUARIUS NOEL"	""	""	"CARINE.BARABY@caramail.com"	"07/22/1936"	""	""	"n/a"	""	"(450) 555-1771"	""	"0.00"	"NOEL AQUARIUS"
"No"	"800019"	"(450) 555-5925"	"(450) 555-9762"	"9,518.29"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"CHERYL NOLAN"	""	""	"BARB.AUSTEN@yahoo.com"	"01/10/1950"	""	""	"n/a"	""	"(450) 555-4556"	""	"171,247.39"	"NOLAN CHERYL"
"No"	"800043"	"(450) 555-7897"	"(450) 555-7949"	"23,726.11"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ADRESSE OLEKSIEW"	""	""	"ALFREDA.BEDA@usa.net"	"01/30/1960"	""	""	"0.00"	""	"(450) 555-8852"	""	"613,311.79"	"OLEKSIEW ADRESSE"
"No"	"800256"	"(450) 555-9118"	"(450) 555-4215"	"16,410.42"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ADMAX ORLEAN"	""	""	"ASTRID.SENECHAL@hotmail.com"	"08/12/1981"	""	""	"n/a"	""	"(450) 555-2521"	""	"1,112,618.39"	"ORLEAN ADMAX"
"No"	"800074"	"(450) 555-4709"	"(450) 555-0767"	"7,156.45"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ALEXANDRIA OSER"	""	""	"BORDELEAU.HOLLAND@caramail.com"	"06/18/1975"	""	""	"0.00"	""	"(450) 555-6761"	""	"1,135,943.79"	"OSER ALEXANDRIA"
"No"	"800065"	"(450) 555-6425"	"(450) 555-1325"	"3,214.10"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"ALDO PILOTE"	""	""	"BESSIM.BLANCHE@yahoo.com"	"02/11/1953"	""	""	"n/a"	""	"(450) 555-7525"	""	"145,856.98"	"PILOTE ALDO"
"No"	"800210"	"(450) 555-4359"	"(450) 555-2487"	"9,248.52"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"CATHARINA PINARD"	""	""	"ACURA.BULLETIN@usa.net"	"10/10/1936"	""	""	"0.00"	""	"(450) 555-0240"	""	"881,624.38"	"PINARD CATHARINA"
"No"	"800073"	"(450) 555-2637"	"(450) 555-4621"	"13,736.31"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"CHARTIER PLATINE"	""	""	"CAROLE.BONTE@caramail.com"	"02/11/1953"	""	""	"n/a"	""	"(450) 555-1052"	""	"940,686.33"	"PLATINE CHARTIER"
"No"	"800064"	"(450) 555-1464"	"(450) 555-9510"	"(15,709.17)"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"BENNY POLOMSKI"	""	""	"BALANCED.TALVEST@yahoo.com"	"07/13/1920"	""	""	"0.00"	""	"(450) 555-9312"	""	"1,090,965.72"	"POLOMSKI BENNY"
"No"	"800035"	"(450) 555-4060"	"(450) 555-8053"	"5,660.71"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"ADAMS POTYONDY"	""	""	"CANDIDE.BATEMAN@caramail.com"	"04/23/1967"	""	""	"n/a"	""	"(450) 555-7794"	""	"1,453,568.06"	"POTYONDY ADAMS"
"No"	"800400"	"(450) 555-4444"	"(450) 555-4441"	"453,258.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"PROJECTED INCOME REPORT"	""	""	"julie.lamarche@croesus.com"	"01/01/1990"	""	""	"n/a"	""	"(450) 555-4442"	""	"555,985.56"	"PROJ. INC. RPT"
"No"	"800401"	"(450) 555-4444"	"(450) 555-4441"	"453,258.00"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"French"	"PROJECTED INCOME REPORT"	""	""	"julie.lamarche@croesus.com"	"01/01/1990"	""	""	"n/a"	""	"(450) 555-4442"	""	"555,985.56"	"PROJ. INC. RPT"
"No"	"800041"	"(450) 555-3467"	"(450) 555-5811"	"388,181.71"	"CAD"	""	"3"	"2"	"1"	"Open"	""	""	""	""	"English"	"CAROLLE QUAGHEBEUR"	""	""	"ANNEMARIE.BEAUDRY@hotmail.com"	"01/30/1960"	""	""	"n/a"	""	"(450) 555-5602"	""	"3,124,239.44"	"QUAGHEBEUR CAROL"
