Titre	Taux	Source	Règlement	Portion de l'intérêt	Note	Nom	No client	Mouv. d'enc.	Invest. unit. manuel	Ind. VM	G/P cap. investi	Description	Traitement	Transaction	Code de CP	Type	Symbole	Quantité	Prix	Total	Commission	Gains/Pertes	Int. courus	Frais	PBR manuel	Solde	No de compte
682857	1,00000000	SPLIT	2010/01/25	0,00		STEADWARD ANTOIN	800067	0,00	0,000		0,00	TRINA SOLAR LTD    SP/ADR	2010/01/25	2010/01/25	BD66	Fractionnement	TSL	15	0,000	0,00	0,00	0,00	0,00	0,00	0,000	919,85	800067-OB
682857	1,00000000	ACHAT	2010/01/28	0,00		STEADWARD ANTOIN	800067	0,00	0,000		0,00	TRINA SOLAR LTD    SP/ADR	2010/01/25	2010/01/25	BD66	Achat	TSL	17	21,930	(372,81)	0,00	0,00	0,00	0,00	0,000	919,85	800067-OB
995707	1,00000000	DRIP	2010/01/22	0,00	Loader:Price received is 0 or NULL, using 13.177	APPEL BERVERLY	800066	0,00	0,000		0,00	MCK SEN OBLIG-A   /N	2010/01/25	2010/01/22	AC42	Dividendes	MFC432	2,004	13,177	0,00	0,00	0,00	0,00	0,00	0,000	2 725,53	800066-ZM
995721	1,00000000	DRIP	2010/01/22	0,00		APPEL BERVERLY	800066	0,00	0,000		0,00	MCK SEN OBLIG-A /S/N	2010/01/25	2010/01/22	AC42	Dividendes	MFC302	1,460	0,000	0,00	0,00	0,00	0,00	0,00	0,000	13 445,90	800066-GT
278309	1,00000000	DIV	2010/01/25	0,00		ISSENMAN AMALIE	800062	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	AC42	Dividendes	GE	200	0,000	17,00	0,00	0,00	0,00	3,00	0,000	35 682,15	800062-OB
Q61649	1,00000000	INT	2010/01/25	0,00		CAPEK ADRIANA	800059	0,00	0,000		0,00	COMM URB QUE   11% 23JA11	2010/01/25	2010/01/25	AC42	Intérêts	Q61649	5 012	0,000	275,66	0,00	0,00	0,00	0,00	0,000	5 393,06	800059-FS
278309	1,00000000	DIV	2010/01/25	0,00		BELLINI CARILYNE	800058	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	AC42	Dividendes	GE	65	0,000	5,84	0,00	0,00	0,00	1,04	0,000	6 765,89	800058-RE
Q61649	1,00000000	INT	2010/01/25	0,00		BELLINI CARILYNE	800058	0,00	0,000		0,00	COMM URB QUE   11% 23JA11	2010/01/25	2010/01/25	AC42	Intérêts	Q61649	1 400	0,000	77,00	0,00	0,00	0,00	0,00	0,000	2 612,16	800058-FS
Q61649	1,00000000	INT	2010/01/25	0,00		ARAMBASICH BETTI	800056	0,00	0,000		0,00	COMM URB QUE   11% 23JA11	2010/01/25	2010/01/25	AC42	Intérêts	Q61649	6 689	0,000	367,90	0,00	0,00	0,00	0,00	0,000	368,09	800056-FS
278309	1,00000000	DIV	2010/01/25	0,00		SKRUNDZ BEAUDOIN	800054	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	BD88	Dividendes	GE	40	0,000	4,23	0,00	0,00	0,00	0,00	0,000	16 845,54	800054-FS
995752	1,00000000	DRIP	2010/01/22	0,00		MALO BEAULIEU	800053	0,00	0,000		0,00	MCK CRS DIV MAXX/S/N	2010/01/25	2010/01/22	0AED	Dividendes	MFC285	2,440	0,000	0,00	0,00	0,00	0,00	0,00	0,000	8 754,62	800053-NA
995752	1,00000000	DRIP	2010/01/22	0,00		MALO BEAULIEU	800053	0,00	0,000		0,00	MCK CRS DIV MAXX/S/N	2010/01/25	2010/01/22	0AED	Dividendes	MFC285	4,261	0,000	0,00	0,00	0,00	0,00	0,00	0,000	728,25	800053-FS
278309	1,00000000	DIV	2010/01/25	0,00		ARMAND ARVIS	800049	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	AC42	Dividendes	GE	300	0,000	25,50	0,00	0,00	0,00	4,50	0,000	9 180,42	800049-OB
	1,00000000	EFT	2010/01/29	0,00		KADOTA ALOURDES	800048	(2 000,00)	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/25	AC55	Retrait	1CAD	0,00	0,000	(2 000,00)	0,00	0,00	0,00	0,00	0,000	(464,60)	800048-NA
278309	1,00000000	DIV	2010/01/25	0,00		FRESEY CHRISTINE	800046	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	AC55	Dividendes	GE	112	0,000	10,07	0,00	0,00	0,00	1,78	0,000	8 391,61	800046-NA
	1,00000000	MGMFEE	2010/01/01	0,00		FRESEY CHRISTINE	800046	0,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/01	AC55	Frais de gestion	1CAD	0,00	0,000	(270,07)	0,00	0,00	0,00	270,07	0,000	7 674,72	800046-NA
	1,00000000	MGMGST	2010/01/01	0,00		FRESEY CHRISTINE	800046	0,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/01	AC55	TPS	1CAD	0,00	0,000	(13,50)	0,00	0,00	0,00	13,50	0,000	7 944,79	800046-NA
278309	1,00000000	DIV	2010/01/25	0,00		OLEKSIEW ADRESSE	800043	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	AC42	Dividendes	GE	400	0,000	40,00	0,00	0,00	0,00	0,00	0,000	4 310,85	800043-SF
146889	1,00000000	DIV	2010/01/25	0,00		QUAGHEBEUR CAROL	800041	0,00	0,000		0,00	CANADIAN PACIFIC RAIL	2010/01/25	2010/01/25	AC44	Dividendes	CP	1 100	0,000	272,25	0,00	0,00	0,00	0,00	0,000	143 256,11	800041-NA
378025	1,00000000	TXPDDV	2010/01/25	0,00		QUAGHEBEUR CAROL	800041	0,00	0,000		0,00	LABRADOR IRON ORE-RYL T/U	2010/01/25	2010/01/25	AC44	Dividendes	LIF.UN	1 800	0,000	900,00	0,00	0,00	0,00	0,00	0,000	94 546,82	800041-FS
146889	1,00000000	DIV	2010/01/25	0,00		POTYONDY ADAMS	800035	0,00	0,000		0,00	CANADIAN PACIFIC RAIL	2010/01/25	2010/01/25	AC44	Dividendes	CP	200	0,000	49,50	0,00	0,00	0,00	0,00	0,000	5 572,69	800035-HU
982298	1,00000000	MFDIV	2010/01/22	0,00		MCNEIL BELISLE	800030	0,00	0,000		0,00	MCK SEN OBL SOC-A /N	2010/01/25	2010/01/22	AC55	Dividendes	MFC756	0,000	0,000	50,92	0,00	0,00	0,00	0,00	0,000	15 516,50	800030-GT
278309	1,00000000	DIV	2010/01/25	0,00		SCARLETT BLAIR	800022	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	AC44	Dividendes	GE	500	0,000	44,96	0,00	0,00	0,00	7,94	0,000	4 410,32	800022-NA
	1,00000000	EFT	2010/01/29	0,00		GARTON BAYNE	800021	(4 000,00)	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/25	AC44	Retrait	1CAD	0,00	0,000	(4 000,00)	0,00	0,00	0,00	0,00	0,000	(4 000,00)	800021-NA
991531	1,00000000	SELL	2010/01/25	0,00		GARTON BAYNE	800021	0,00	0,000		16,29	ALT COM SURET  /SF/N	2010/01/25	2010/01/22	AC44	Vente	NBC100	(1 488,220)	1,000	1 488,22	0,00	0,00	0,00	0,00	0,000	0,00	800021-NA
V46119	1,00000000	INT	2010/01/25	0,00		GARTON BAYNE	800021	0,00	0,000		0,00	BLC FX-11 4.9%-T/V 25JA16	2010/01/25	2010/01/25	AC44	Intérêts	V46119	46 750	0,000	1 145,38	0,00	0,00	0,00	0,00	0,000	(26 713,18)	800021-FS
163252	1,00000000	BUY	2010/01/28	0,00		GARTON BAYNE	800021	0,00	0,000		0,00	CLAYM JPN FD IND ETF C$HD	2010/01/25	2010/01/25	AC44	Achat	CJP	900	9,610	(8 854,41)	205,41	0,00	0,00	0,00	0,000	(27 858,56)	800021-FS
342516	1,00000000	TXPDDV	2010/01/25	0,00		GARTON BAYNE	800021	0,00	0,000		0,00	INNERGEX POWER INC FD T/U	2010/01/25	2010/01/25	AC44	Dividendes	IEF.UN	2 000	0,000	166,68	0,00	0,00	0,00	0,00	0,000	(19 004,15)	800021-FS
355701	1,00000000	BUY	2010/01/28	0,00		GARTON BAYNE	800021	0,00	0,000		0,00	ISHARES CDN MSCI C$ ETF	2010/01/25	2010/01/25	AC44	Achat	XIN	500	17,670	(9 042,62)	207,62	0,00	0,00	0,00	0,000	(19 170,83)	800021-FS
356136	1,00000000	BUY	2010/01/28	0,00		GARTON BAYNE	800021	0,00	0,000		0,00	ISHARES CDN MSCI EMRG ETF	2010/01/25	2010/01/25	AC44	Achat	XEM	375	23,950	(9 194,55)	213,30	0,00	0,00	0,00	0,000	(10 128,21)	800021-FS
399715	1,00000000	BUY	2010/01/28	0,00		GARTON BAYNE	800021	0,00	0,000		0,00	ISHARES CDN RUSS 2000 ETF	2010/01/25	2010/01/25	AC44	Achat	XSU	650	13,580	(9 036,64)	209,64	0,00	0,00	0,00	0,000	(933,66)	800021-FS
	1,00000000	WDEFT	2010/01/22	0,00		MAKRIS ACACIA	800020	(47,65)	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/22	AC42	Retrait	1CAD	0,00	0,000	(47,65)	0,00	0,00	0,00	0,00	0,000	113 045,51	800020-RE
198086	1,00000000	BUY	2010/01/28	0,00		LANDRY BERNARDIN	800013	0,00	0,000		0,00	CO-OP GEN INS 5%-E S-C PF	2010/01/25	2010/01/25	AC55	Achat	CCS.PR.C	600	19,450	(11 670,00)	0,00	0,00	0,00	0,00	0,000	55 541,99	800013-OB
991531	1,00000000	SELL	2010/01/25	0,00		YANIC GOBEILLE A	800011	0,00	0,000		0,56	ALT COM SURET  /SF/N	2010/01/25	2010/01/22	AC42	Vente	NBC100	(4 100,000)	1,000	4 100,00	0,00	0,00	0,00	0,00	0,000	5 014,19	800011-NA
R86864	1,00000000	INT	2010/01/25	0,00		DABADIE AMERICO	800010	0,00	0,000		0,00	BCW CPG NCI 4.22% 24JA11A	2010/01/25	2010/01/25	AC42	Intérêts	R86864	26 000	0,000	1 097,20	0,00	0,00	0,00	0,00	0,000	1 097,20	800010-JJ
033740	1,00000000	BUY	2010/01/28	0,00		CHADILLON ANNEKE	800008	0,00	0,000		0,00	APPLE INC	2010/01/25	2010/01/25	AC42	Achat	AAPL	200	203,140	(40 753,00)	125,00	0,00	0,00	0,00	0,000	233 938,96	800008-OB
146889	1,00000000	DIV	2010/01/25	0,00		CHADILLON ANNEKE	800008	0,00	0,000		0,00	CANADIAN PACIFIC RAIL	2010/01/25	2010/01/25	AC42	Dividendes	CP	92	0,000	22,77	0,00	0,00	0,00	0,00	0,000	5 943,20	800008-NA
991531	1,00000000	VENTE	2010/01/25	0,00		CHADILLON ANNEKE	800007	0,00	0,000		186,60	ALT COM SURET  /SF/N	2010/01/25	2010/01/22	AC42	Vente	NBC100	(79 000,000)	1,000	79 000,00	0,00	0,00	0,00	0,00	0,000	(811,54)	800007-NA
146889	1,00000000	DIV	2010/01/25	0,00		MCGILLICUDDY BLA	800006	0,00	0,000		0,00	CANADIAN PACIFIC RAIL	2010/01/25	2010/01/25	AC42	Dividendes	CP	244	0,000	60,39	0,00	0,00	0,00	0,00	0,000	(22 607,83)	800006-NA
146889	1,00000000	DIV	2010/01/25	0,00		MCGILLICUDDY BLA	800006	0,00	0,000		0,00	CANADIAN PACIFIC RAIL	2010/01/25	2010/01/25	AC42	Dividendes	CP	436	0,000	107,91	0,00	0,00	0,00	0,00	0,000	577,75	800006-GT
146889	1,00000000	DIV	2010/01/25	0,00		MARSTON BRITT	800003	0,00	0,000		0,00	CANADIAN PACIFIC RAIL	2010/01/25	2010/01/25	AC42	Dividendes	CP	238	0,000	58,91	0,00	0,00	0,00	0,00	0,000	6 499,10	800003-NA
146889	1,00000000	DIV	2010/01/25	0,00		BEANLAND AUGUSTU	800002	0,00	0,000		0,00	CANADIAN PACIFIC RAIL	2010/01/25	2010/01/25	AC42	Dividendes	CP	500	0,000	123,75	0,00	0,00	0,00	0,00	0,000	32 554,52	800002-NA
278309	1,00000000	DIV	2010/01/25	0,00		HEFFELFINGER ALA	800001	0,00	0,000		0,00	GENERAL ELECTRIC COMPANY	2010/01/25	2010/01/25	AC42	Dividendes	GE	800	0,000	68,00	0,00	0,00	0,00	12,00	0,000	46 832,77	800001-OB
146889	1,00000000	DIV	2010/01/25	0,00		HEFFELFINGER ALA	800001	0,00	0,000		0,00	CANADIAN PACIFIC RAIL	2010/01/25	2010/01/25	AC42	Dividendes	CP	400	0,000	99,00	0,00	0,00	0,00	0,00	0,000	(15 381,69)	800001-NA
059960	1,00000000	TRF	2010/01/16	0,00	TRF-in ABX	TRXIONS WEEKEND	300015	20 160,00	0,000		0,00	BARRICK GOLD CORP	2010/01/25	2010/01/16	BD88	Transfert	ABX	500	0,000	0,00	0,00	0,00	0,00	0,00	0,000	3 292,60	300015-NA
802708	1,00000000	ACH	2009/07/10	0,00	CALL NA EXPIRE	TRXIONS WEEKEND	300015	0,00	0,000		0,00	CALL-100 NA        JAN@60	2010/01/25	2009/07/08	BD88	Achat	NA.AL	10	1,690	(1 707,40)	16,90	0,00	0,00	0,50	0,000	3 292,60	300015-NA
	1,00000000	DEP	2009/04/01	0,00	Depot	TRXIONS WEEKEND	300015	5 000,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2009/04/01	BD88	Dépôt	1CAD	0,00	0,000	5 000,00	0,00	0,00	0,00	0,00	0,000	5 000,00	300015-NA
B87545	1,00000000	ACH	2010/01/26	0,00	2e achat PROV CB	VALIDATION CR	300014	0,00	0,000		0,00	PROV C.B.     5.7% 18JN29	2010/01/25	2010/01/22	BD88	Achat	B87545	10 000	112,700	(11 331,57)	112,00	0,00	(61,07)	0,50	0,000	26 764,47	300014-NA
M22762	1,05000000	VEN	2010/01/25	103,74	INT-HYDRO QUE	VALIDATION CR	300014	0,00	0,000		(451,66)	INT-HYDRO QUE  U$  13JA13	2010/01/25	2010/01/21	BD88	Vente	M22762	(5 000)	93,500	4 908,25	93,00	(451,66)	0,00	0,50	0,000	38 096,04	300014-NA
M61475	1,00000000	ACH	2010/01/22	0,00	OER période coupon	VALIDATION CR	300014	0,00	0,000		0,00	OER-ONT 9.5%  2JN18-2JN25	2010/01/25	2010/01/20	BD88	Achat	M61475	10 000	90,000	(9 000,50)	90,00	0,00	0,00	0,50	0,000	33 187,79	300014-NA
V61248	1,00000000	REMB	2010/01/15	0,00	REMB test CR799	VALIDATION CR	300014	31,80	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2010/01/15	BD88	Remboursement	V61248	0	0,000	31,80	0,00	0,00	0,00	0,00	0,000	42 188,29	300014-NA
V61248	1,00000000	INT	2010/01/15	0,00	MBS	VALIDATION CR	300014	0,00	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2010/01/15	BD88	Intérêts	V61248	0	0,000	200,00	0,00	0,00	0,00	0,00	0,000	42 156,49	300014-NA
L05144	1,00000000	VEN	2010/01/18	3,69	Vente ACC BANC	VALIDATION CR	300014	0,00	0,000		(1,44)	ACC BANC BNC        9MR10	2010/01/25	2010/01/14	BD88	Vente	L05144	(10 000)	99,955	9 995,50	99,00	(1,44)	0,00	0,50	0,000	41 956,49	300014-NA
M22762	1,05000000	ACH	2009/12/28	0,00	INT-HYDRO QUE	VALIDATION CR	300014	0,00	0,000		0,00	INT-HYDRO QUE  U$  13JA13	2010/01/25	2009/12/23	BD88	Achat	M22762	10 000	93,000	(9 765,50)	93,00	0,00	0,00	0,50	0,000	31 960,99	300014-NA
B87545	1,00000000	REMB	2009/12/18	0,00	REMB test CR799	VALIDATION CR	300014	85,00	0,000		0,00	PROV C.B.     5.7% 18JN29	2010/01/25	2009/12/18	BD88	Remboursement	B87545	10 000	0,000	85,00	0,00	0,00	0,00	0,00	0,000	41 726,49	300014-NA
B87545	1,00000000	INT	2009/12/18	0,00	Interet PROV C.B. 5.7%18JN29	VALIDATION CR	300014	0,00	0,000		0,00	PROV C.B.     5.7% 18JN29	2010/01/25	2009/12/18	BD88	Intérêts	B87545	0	0,000	200,00	0,00	0,00	0,00	0,00	0,000	41 641,49	300014-NA
V61248	1,00000000	REMB	2009/12/15	0,00	REMB test CR799	VALIDATION CR	300014	31,80	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/12/15	BD88	Remboursement	V61248	0	0,000	31,80	0,00	0,00	0,00	0,00	0,000	41 441,49	300014-NA
V61248	1,00000000	INT	2009/12/15	0,00	MBS	VALIDATION CR	300014	0,00	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/12/15	BD88	Intérêts	V61248	0	0,000	200,00	0,00	0,00	0,00	0,00	0,000	41 409,69	300014-NA
L05144	1,00000000	ACH	2009/12/11	0,00	ACC BANC remplace bon du trésor CAD	VALIDATION CR	300014	0,00	0,000		0,00	ACC BANC BNC        9MR10	2010/01/25	2009/12/09	BD88	Achat	L05144	20 000	99,900	(19 980,50)	194,00	0,00	0,00	0,50	0,000	41 209,69	300014-NA
M89953	1,00000000	REM	2009/12/01	53,70	Remb PRIN-Bell	VALIDATION CR	300014	0,00	0,000		0,00	PRIN-B.C. PROV      1DC09	2010/01/25	2009/12/01	BD88	Remboursement	M89953	(20 000)	100,000	20 000,00	0,00	0,00	0,00	0,00	0,000	61 190,19	300014-NA
V61248	1,00000000	REMB	2009/11/15	0,00	REMB test CR799	VALIDATION CR	300014	31,80	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/11/15	BD88	Remboursement	V61248	0	0,000	31,80	0,00	0,00	0,00	0,00	0,000	41 190,19	300014-NA
V61248	1,00000000	INT	2009/11/15	0,00	MBS	VALIDATION CR	300014	0,00	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/11/15	BD88	Intérêts	V61248	0	0,000	200,00	0,00	0,00	0,00	0,00	0,000	41 158,39	300014-NA
V61248	1,00000000	REMB	2009/10/15	0,00	REMB test CR799	VALIDATION CR	300014	31,80	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/10/15	BD88	Remboursement	V61248	0	0,000	31,80	0,00	0,00	0,00	0,00	0,000	40 958,39	300014-NA
V61248	1,00000000	INT	2009/10/15	0,00	MBS	VALIDATION CR	300014	0,00	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/10/15	BD88	Intérêts	V61248	0	0,000	200,00	0,00	0,00	0,00	0,00	0,000	40 926,59	300014-NA
M89953	1,00000000	ACH	2009/10/05	0,00	PRIN BC remplace coupons détachés PRIN-Bell remb	VALIDATION CR	300014	0,00	0,000		0,00	PRIN-B.C. PROV      1DC09	2010/01/25	2009/10/01	BD88	Achat	M89953	10 000	99,953	(9 995,80)	98,50	0,00	0,00	0,50	0,000	40 726,59	300014-NA
V61248	1,00000000	REMB	2009/09/15	0,00	REMB test CR799	VALIDATION CR	300014	31,80	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/09/15	BD88	Remboursement	V61248	0	0,000	31,80	0,00	0,00	0,00	0,00	0,000	50 722,39	300014-NA
V61248	1,00000000	INT	2009/09/15	0,00	MBS	VALIDATION CR	300014	0,00	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/09/15	BD88	Intérêts	V61248	0	0,000	200,00	0,00	0,00	0,00	0,00	0,000	50 690,59	300014-NA
V61248	1,00000000	REMB	2009/08/15	0,00	REMB test CR799	VALIDATION CR	300014	31,80	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/08/15	BD88	Remboursement	V61248	0	0,000	31,80	0,00	0,00	0,00	0,00	0,000	50 490,59	300014-NA
V61248	1,00000000	INT	2009/08/15	0,00	MBS	VALIDATION CR	300014	0,00	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/08/15	BD88	Intérêts	V61248	0	0,000	200,00	0,00	0,00	0,00	0,00	0,000	50 458,79	300014-NA
M80675	1,00000000	REMB	2009/08/15	0,00	REMB test CR799	VALIDATION CR	300014	50,00	0,000		0,00	OER-HYQ-11% 15FV96-15AU20	2010/01/25	2009/08/15	BD88	Remboursement	M80675	0	0,000	50,00	0,00	0,00	0,00	0,00	0,000	50 258,79	300014-NA
M80675	1,00000000	INT	2009/08/15	0,00	Interet	VALIDATION CR	300014	0,00	0,000		0,00	OER-HYQ-11% 15FV96-15AU20	2010/01/25	2009/08/15	BD88	Intérêts	M80675	0	0,000	500,00	0,00	0,00	0,00	0,00	0,000	50 208,79	300014-NA
M80675	1,00000000	ACH	2009/07/31	0,00	OER période oblig	VALIDATION CR	300014	0,00	0,000		0,00	OER-HYQ-11% 15FV96-15AU20	2010/01/25	2009/07/29	BD88	Achat	M80675	10 000	154,000	(15 904,92)	155,00	0,00	(504,42)	0,50	0,000	49 708,79	300014-NA
V61248	1,00000000	REMB	2009/07/15	0,00	REMB test CR799	VALIDATION CR	300014	31,80	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/07/15	BD88	Remboursement	V61248	0	0,000	31,80	0,00	0,00	0,00	0,00	0,000	65 613,71	300014-NA
V61248	1,00000000	INT	2009/07/15	0,00	MBS	VALIDATION CR	300014	0,00	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/07/15	BD88	Intérêts	V61248	0	0,000	200,00	0,00	0,00	0,00	0,00	0,000	65 581,91	300014-NA
V61248	1,00000000	REMB	2009/06/15	0,00	REMB test CR799	VALIDATION CR	300014	31,80	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/06/15	BD88	Remboursement	V61248	0	0,000	31,80	0,00	0,00	0,00	0,00	0,000	65 381,91	300014-NA
V61248	1,00000000	INT	2009/06/15	0,00	MBS	VALIDATION CR	300014	0,00	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/06/15	BD88	Intérêts	V61248	0	0,000	200,00	0,00	0,00	0,00	0,00	0,000	65 350,11	300014-NA
V61248	1,00000000	REMB	2009/05/15	0,00	REMB test CR799	VALIDATION CR	300014	31,80	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/05/15	BD88	Remboursement	V61248	0	0,000	31,80	0,00	0,00	0,00	0,00	0,000	65 150,11	300014-NA
V61248	1,00000000	INT	2009/05/15	0,00	MBS	VALIDATION CR	300014	0,00	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/05/15	BD88	Intérêts	V61248	0	0,000	200,00	0,00	0,00	0,00	0,00	0,000	65 118,31	300014-NA
A02479	1,00000000	REM	2009/05/14	3,50	Remb bon du trésor CAD	VALIDATION CR	300014	0,00	0,000		0,00	BONS TRES CDA      14MI09	2010/01/25	2009/05/14	BD88	Remboursement	A02479	(10 000)	100,000	10 000,00	0,00	0,00	0,00	0,00	0,000	64 918,31	300014-NA
V61248	1,00000000	ACH	2009/04/20	0,00	MBS	VALIDATION CR	300014	0,00	0,000		0,00	N45 CMBS-A2 4.636%15MR13M	2010/01/25	2009/04/16	BD88	Achat	V61248	10 000	97,000	(9 918,08)	97,00	0,00	(217,58)	0,50	0,000	54 918,31	300014-NA
L05144	1,00000000	ACH	2009/04/17	0,00	ACC BANC remplace bon du trésor CAD	VALIDATION CR	300014	0,00	0,000		0,00	ACC BANC BNC        9MR10	2010/01/25	2009/04/15	BD88	Achat	L05144	20 000	99,960	(19 992,50)	199,00	0,00	0,00	0,50	0,000	64 836,39	300014-NA
P45616	1,21000000	REM	2009/04/14	0,00	Export 20090414 remplace Remb bon du trésor US	VALIDATION CR	300014	0,00	0,000		0,00	EXPORT DEV P/C U$  14AV09	2010/01/25	2009/04/14	BD88	Remboursement	P45616	(20 000)	100,000	24 200,00	0,00	0,00	0,00	0,00	0,000	84 828,89	300014-NA
M85972	1,00000000	ACH	2009/04/09	0,00	PRIN-QUEBEC remplace coupons PRIN-Bell	VALIDATION CR	300014	0,00	0,000		0,00	PRIN-QUEBEC         1AV26	2010/01/25	2009/04/07	BD88	Achat	M85972	10 000	37,000	(3 700,50)	47,00	0,00	0,00	0,50	0,000	60 628,89	300014-NA
P45616	1,24000000	ACH	2009/04/08	0,00	EXPORT P45616 remplace bon du trésor US remb	VALIDATION CR	300014	0,00	0,000		0,00	EXPORT DEV P/C U$  14AV09	2010/01/25	2009/04/06	BD88	Achat	P45616	10 000	99,900	(12 388,10)	124,00	0,00	0,00	0,50	0,000	64 329,39	300014-NA
B87545	1,00000000	ACH	2009/04/07	0,00	Achat PROV CB	VALIDATION CR	300014	0,00	0,000		0,00	PROV C.B.     5.7% 18JN29	2010/01/25	2009/04/03	BD88	Achat	B87545	10 000	108,700	(11 215,01)	108,00	0,00	(344,51)	0,50	0,000	76 717,49	300014-NA
M61475	1,00000000	ACH	2009/04/07	0,00	OER remplace RSB période coupon	VALIDATION CR	300014	0,00	0,000		0,00	OER-ONT 9.5%  2JN18-2JN25	2010/01/25	2009/04/03	BD88	Achat	M61475	10 000	80,000	(8 000,50)	80,00	0,00	0,00	0,50	0,000	87 932,50	300014-NA
M22762	1,23000000	ACH	2009/04/07	0,00	INT-HYDRO QUE remplace TIGR USD	VALIDATION CR	300014	0,00	0,000		0,00	INT-HYDRO QUE  U$  13JA13	2010/01/25	2009/04/03	BD88	Achat	M22762	20 000	88,500	(21 771,50)	177,00	0,00	0,00	0,50	0,000	95 933,00	300014-NA
M89953	1,00000000	ACH	2009/04/07	0,00	PRIN BC remplace coupons détachés PRIN-Bell remb	VALIDATION CR	300014	0,00	0,000		0,00	PRIN-B.C. PROV      1DC09	2010/01/25	2009/04/03	BD88	Achat	M89953	10 000	99,500	(9 950,50)	98,50	0,00	0,00	0,50	0,000	117 704,50	300014-NA
A02479	1,00000000	ACH	2009/04/06	0,00	Achat bon du trésor CAD remb	VALIDATION CR	300014	0,00	0,000		0,00	BONS TRES CDA      14MI09	2010/01/25	2009/04/02	BD88	Achat	A02479	10 000	99,960	(9 996,50)	99,96	0,00	0,00	0,50	0,000	127 655,00	300014-NA
P45616	1,26000000	ACH	2009/04/01	0,00	EXPORT P45616 remplace bon du trésor US remb	VALIDATION CR	300014	0,00	0,000		0,00	EXPORT DEV P/C U$  14AV09	2010/01/25	2009/04/01	BD88	Achat	P45616	10 000	98,000	(12 348,50)	123,48	0,00	0,00	0,50	0,000	137 651,50	300014-NA
	1,00000000	DEP	2009/04/01	0,00	Depot	VALIDATION CR	300014	150 000,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2009/04/01	BD88	Dépôt	1CAD	0,00	0,000	150 000,00	0,00	0,00	0,00	0,00	0,000	150 000,00	300014-NA
	1,00000000	FEE	2010/01/25	0,00	Frais gestion du compte	FRAIS GESTION CR	300012	0,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/25	BD88	Frais de gestion	1CAD	0,00	0,000	(125,00)	0,00	0,00	0,00	0,00	0,000	145 175,96	300012-NA
	1,00000000	FEE	2010/01/19	0,00	Frais gestion du compte	FRAIS GESTION CR	300012	0,00	0,000		0,00	SOLDE ( CAD )	2010/01/25	2010/01/19	BD88	Frais de gestion	1CAD	0,00	0,000	(125,00)	0,00	0,00	0,00	0,00	0,000	145 300,96	300012-NA
221374	1,00000000	DIV	2010/01/19	0,00	Dividende DISNEY	FRAIS GESTION CR	300012	0,00	0,000		0,00	DISNEY WALT COMPANY	2010/01/25	2010/01/19	BD88	Dividendes	DIS	0	0,000	19,95	0,00	0,00	0,00	0,00	0,000	145 425,96	300012-NA
