"No client"	"Téléphone 1"	"Téléphone 2"	"Solde"	"Devise"	"Type tél. 4"	"Type tél. 3"	"Type tél. 2"	"Type tél. 1"	"Segmentation"	"Nom modèle"	"Nom complet"	"No modèle"	"Langue"	"Date de naissance"	"Courriel 3"	"Courriel 2"	"Courriel 1"	"Communication"	"Marge"	"Dern. Communication"	"Âge"	"Téléphone 3"	"Téléphone 4"	"Valeur totale"	"Nom"
"800021"	"(450) 555-7564"	"(450) 555-0541"	"(27 223,37)"	"CAD"	""	"3"	"2"	"1"	""	""	"BAYNE GARTON"	""	"Anglais"	"1950/01/10"	""	""	"AAA@hotmail.com"	""	"n/d"	""	"68"	"(450) 555-5501"	""	"1 385 183,46"	"GARTON BAYNE"
"800267"	"(450) 555-5552"	"(450) 555-4777"	"27 233,61"	"CAD"	""	"3"	"2"	"1"	""	""	"ALOIS GATES"	""	"Français"	"1947/07/28"	""	""	"BERNIE.COLELLA@yahoo.com"	""	"0,00"	""	"71"	"(450) 555-6300"	""	"1 200 707,22"	"GATES ALOIS"
"800023"	"(450) 555-2673"	"(450) 555-1714"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"BROCK GERRARD"	""	"Anglais"	"1950/01/10"	""	""	"BAYNE.BALDAUF@yahoo.com"	""	"n/d"	""	"68"	"(450) 555-5063"	""	"0,00"	"GERRARD BROCK"
"800250"	"(450) 555-4517"	"(450) 555-3322"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"BOURBON GHILZON"	""	"Français"	"1968/09/07"	""	""	"ali.hachemi@croesus.com"	""	"n/d"	""	"50"	"(450) 555-2217"	""	"0,00"	"GHILZON BOURBON"
"800277"	"(450) 555-7492"	"(450) 555-1520"	"27 229,24"	"CAD"	""	"3"	"2"	"1"	""	""	"ANGELLA GIRARDIN"	""	"Français"	"1975/06/15"	""	""	"BRETT.COUTLEE@caramail.com"	""	"0,00"	""	"43"	"(450) 555-4251"	""	"1 032 303,72"	"GIRARDIN ANGELLA"
"300007"	"(450) 555-4444"	"(450) 555-4441"	"952 722,73"	"CAD"	"4"	"3"	"2"	"1"	""	""	"GP VALIDATION"	""	"Français"	"1980/01/01"	""	""	"julie.lamarche@croesus.com"	""	"n/d"	""	"38"	"(450) 555-4442"	"(450) 555-4443"	"952 722,73"	"GP VALIDATION"
"800213"	"(450) 555-6400"	"(450) 555-0551"	"9 178,02"	"CAD"	""	"3"	"2"	"1"	""	""	"AMIOT GRACIE"	""	"Anglais"	"1936/10/10"	""	""	"AUGUSTUS.CADOTTE@yahoo.com"	""	"n/d"	""	"82"	"(450) 555-1473"	""	"1 040 331,72"	"GRACIE AMIOT"
"800031"	"(450) 555-6375"	"(450) 555-4339"	"140 392,51"	"CAD"	""	"3"	"2"	"1"	""	""	"SOWLIN GREENSPOON"	""	"Français"	"1936/07/22"	""	""	"BRAD.BARISH@caramail.com"	""	"n/d"	""	"82"	"(450) 555-4534"	""	"501 986,73"	"GREENSPOON SOWLI"
"800269"	"(450) 555-8618"	"(450) 555-2516"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"BARRY GREICO"	""	"Français"	"1947/07/28"	""	""	"BELISLE.COMPTABLE@yahoo.com"	""	"n/d"	""	"71"	"(450) 555-8094"	""	"0,00"	"GREICO BARRY"
"800060"	"(450) 555-7403"	"(450) 555-9104"	"266 432,63"	"CAD"	""	"3"	"2"	"1"	""	""	"CHANTAL GRUEN"	""	"Anglais"	"1970/12/12"	""	""	"AMIOT.BIRT@hotmail.com"	""	"n/d"	""	"47"	"(450) 555-1306"	""	"999 539,12"	"GRUEN CHANTAL"
"800085"	"(450) 555-2559"	"(450) 555-4855"	"3 150,94"	"CAD"	""	"3"	"2"	"1"	""	""	"ALLAN GUERASSIMENKO"	""	"Anglais"	"1975/06/18"	""	""	"BERTHIAUM.BRIDGMAN@yahoo.com"	""	"0,00"	""	"43"	"(450) 555-2499"	""	"136 858,80"	"GUERASSIMENKO AL"
"800279"	"(450) 555-8609"	"(450) 555-8745"	"9 522,84"	"CAD"	""	"3"	"2"	"1"	""	""	"OLIVIER GUIMOND"	""	"Français"	"1975/06/15"	""	""	"CATHERYN.POIRE@videotron.ca"	""	"0,00"	""	"43"	"(450) 555-0091"	""	"1 804 766,79"	"GUIMOND OLIVIER"
"800061"	"(450) 555-5681"	"(450) 555-2065"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"BONACE GURAK"	""	"Anglais"	"1970/12/12"	""	""	"ARCHEVEQUE.BISH@hotmail.com"	""	"0,00"	""	"47"	"(450) 555-5030"	""	"0,00"	"GURAK BONACE"
"800287"	"(450) 555-0474"	"(450) 555-7343"	"11 408,47"	"CAD"	""	"3"	"2"	"1"	""	""	"AURORE HARTER"	""	"Français"	"1964/04/09"	""	""	"ANGES.CROSKERY@hotmail.com"	""	"n/d"	""	"54"	"(450) 555-9184"	""	"1 000 448,72"	"HARTER AURORE"
"800001"	"(450) 555-6794"	"(450) 555-3879"	"34 190,80"	"CAD"	""	"3"	"2"	"1"	""	""	"ALAIN HEFFELFINGER"	""	"Anglais"	"1948/09/12"	""	""	"ALIGNEMENT.DUCHAINE@usa.net"	""	"n/d"	""	"70"	"(450) 555-3513"	""	"1 254 348,20"	"HEFFELFINGER ALA"
"800249"	"(450) 555-6934"	"(450) 555-4795"	"162 759,21"	"CAD"	""	"3"	"2"	"1"	""	""	"ARRY HOFFMAN"	""	"Français"	"1968/09/07"	""	""	"ali.hachemi@croesus.com"	""	"n/d"	""	"50"	"(450) 555-2219"	""	"21 360 971,70"	"HOFFMAN ARRY"
"800271"	"(450) 555-7821"	"(450) 555-9043"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"ACURA HOLLIS"	""	"Français"	"1975/06/15"	""	""	"AURELIANO.CONNELL@yahoo.com"	""	"n/d"	""	"43"	"(450) 555-4080"	""	"0,00"	"HOLLIS ACURA"
"800243"	"(450) 555-0805"	"(450) 555-6049"	"511,06"	"CAD"	""	"3"	"2"	"1"	""	""	"ANTONINE HUMPHREY"	""	"Français"	"1959/10/11"	""	""	"ali.hachemi@croesus.com"	""	"n/d"	""	"59"	"(450) 555-3135"	""	"(9 591,06)"	"HUMPHREY ANTONIN"
"800220"	"(450) 555-2470"	"(450) 555-4704"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"CAHTERINE ISMAN"	""	"Français"	"1965/03/07"	""	""	"AUTOBUS.CARIGNAN@yahoo.com"	""	"0,00"	""	"53"	"(450) 555-0964"	""	"0,00"	"ISMAN CAHTERINE"
"800062"	"(450) 555-5792"	"(450) 555-5859"	"40 424,08"	"CAD"	""	"3"	"2"	"1"	""	""	"AMALIE ISSENMAN"	""	"Anglais"	"1970/12/12"	""	""	"BRANT.BISSONETTE@caramail.com"	""	"n/d"	""	"47"	"(450) 555-3247"	""	"105 950,56"	"ISSENMAN AMALIE"
"800036"	"(450) 555-9221"	"(450) 555-8285"	"358 856,66"	"CAD"	""	"3"	"2"	"1"	""	""	"BEVERALY JACOBSON"	""	"Anglais"	"1967/04/23"	""	""	"BERRTRAND.BAUDOUIN@yahoo.com"	""	"n/d"	""	"51"	"(450) 555-9221"	""	"991 182,99"	"JACOBSON BEVERAL"
"800254"	"(450) 555-7000"	"(450) 555-6489"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"ANTONIUS JAKOBSEN"	""	"Français"	"1981/08/12"	""	""	"ACAKIU.COOK@usa.net"	""	"n/d"	""	"37"	"(450) 555-5568"	""	"0,00"	"JAKOBSEN ANTONIU"
"800221"	"(450) 555-8323"	"(450) 555-5347"	"3 265,27"	"CAD"	""	"3"	"2"	"1"	""	""	"CARLEY JANELLE"	""	"Français"	"1965/03/07"	""	""	"BERUBE.CARNOGURSKY@yahoo.com"	""	"n/d"	""	"53"	"(450) 555-5330"	""	"643 760,16"	"JANELLE CARLEY"
"800078"	"(450) 555-0097"	"(450) 555-7078"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"BABCOCK JANSEN"	""	"Français"	"1975/06/18"	""	""	"CHANTAL.BOURASSA@videotron.ca"	""	"n/d"	""	"43"	"(450) 555-6370"	""	"0,00"	"JANSEN BABCOCK"
"800087"	"(450) 555-4064"	"(450) 555-0850"	"12 409,99"	"CAD"	""	"3"	"2"	"1"	""	""	"JOAN MCDOWALL"	""	"Anglais"	"1975/06/18"	""	""	"BOIVIN.BRISSON@caramail.com"	""	"0,00"	""	"43"	"(450) 555-9125"	""	"381 075,28"	"JOAN CAYLEY"
"800048"	"(450) 555-5398"	"(450) 555-5398"	"35 147,92"	"CAD"	""	"3"	"2"	"1"	""	""	"ALOURDES KADOTA"	""	"Français"	"1968/02/03"	""	""	"BELLEROSE.BELVAN@yahoo.com"	""	"n/d"	""	"50"	"(450) 555-4403"	""	"555 430,01"	"KADOTA ALOURDES"
"800077"	"(450) 555-6516"	"(450) 555-7029"	"6 846,68"	"CAD"	""	"3"	"2"	"1"	""	""	"MCKENZIE KING"	""	"Français"	"1975/06/18"	""	""	"BOUFFARD.GOLUBOVICH@caramail.com"	""	"0,00"	""	"43"	"(450) 555-7381"	""	"170 018,56"	"KING MCKENZIE"
"800260"	"(450) 555-1222"	"(450) 555-2627"	"562,82"	"CAD"	""	"3"	"2"	"1"	""	""	"CHARTRAND KINOSHITA"	""	"Anglais"	"1947/07/28"	""	""	"BARGAIN.RENALD@yahoo.com"	""	"0,00"	""	"71"	"(450) 555-7387"	""	"659 895,07"	"KINOSHITA CHARTR"
"800079"	"(450) 555-5954"	"(450) 555-2795"	"1 963,11"	"CAD"	""	"3"	"2"	"1"	""	""	"AILLEEN KLINGMAN"	""	"Français"	"1975/06/18"	""	""	"CARMINE.BOURDEAU($US)@caramail.com"	""	"n/d"	""	"43"	"(450) 555-6027"	""	"824 826,09"	"KLINGMAN AILLEEN"
"800234"	"(450) 555-1766"	"(450) 555-1473"	"12 994,59"	"CAD"	""	"3"	"2"	"1"	""	""	"AMEDEE KNIGHT"	""	"Français"	"1959/10/11"	""	""	"CHARTIER.CHENARD@videotron.ca"	""	"0,00"	""	"59"	"(450) 555-4070"	""	"661 333,42"	"KNIGHT AMEDEE"
"800042"	"(450) 555-9672"	"(450) 555-7949"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"BUBSIE KRABSEN"	""	"Anglais"	"1960/01/30"	""	""	"ANGELE.BEAVEN@hotmail.com"	""	"n/d"	""	"58"	"(450) 555-1172"	""	"0,00"	"KRABSEN BUBSIE"
"800014"	"(450) 555-4622"	"(450) 555-8363"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"BABE KROEGER"	""	"Français"	"1950/01/10"	""	""	"CHARTIER.ASSEDOU@videotron.ca"	""	"0,00"	""	"68"	"(450) 555-0128"	""	"0,00"	"KROEGER BABE"
"800272"	"(450) 555-4522"	"(450) 555-5815"	"27 967,43"	"CAD"	""	"3"	"2"	"1"	""	""	"BLAKE LAFERRIERE"	""	"Français"	"1975/06/15"	""	""	"AJITT.CONTRIBUTION@usa.net"	""	"0,00"	""	"43"	"(450) 555-8881"	""	"751 089,04"	"LAFERRIERE BLAKE"
"800013"	"(450) 555-2336"	"(450) 555-7096"	"88 540,53"	"CAD"	""	"3"	"2"	"1"	""	""	"BERNARDIN LANDRY"	""	"Français"	"1950/01/10"	""	""	"carole.turcotte@croesus.com"	""	"n/d"	""	"68"	"(450) 555-7846"	""	"1 948 194,25"	"LANDRY BERNARDIN"
"800218"	"(450) 555-6452"	"(450) 555-5224"	"608,13"	"CAD"	""	"3"	"2"	"1"	""	""	"BERNICE LAPICO"	""	"Français"	"1965/03/07"	""	""	"BERT.CAPONI@yahoo.com"	""	"n/d"	""	"53"	"(450) 555-2110"	""	"401 796,81"	"LAPICO BERNICE"
"800050"	"(450) 555-6989"	"(450) 555-8616"	"0,00"	"USD"	""	"3"	"2"	"1"	""	""	"AIDAN LAWLEY"	""	"Français"	"1960/05/07"	""	""	"AMANDA.BENT@usa.net"	""	"n/d"	""	"58"	"(450) 555-6910"	""	"0,00"	"LAWLEY AIDAN"
"800037"	"(450) 555-2241"	"(450) 555-5351"	"11 006,85"	"CAD"	""	"3"	"2"	"1"	""	""	"ALUN LESTRAT"	""	"Anglais"	"1967/04/23"	""	""	"BAILEY.BAWOLAK@yahoo.com"	""	"n/d"	""	"51"	"(450) 555-5840"	""	"750 956,87"	"LESTRAT ALUN"
"800247"	"(450) 555-6604"	"(450) 555-3152"	"1 946,17"	"CAD"	""	"3"	"2"	"1"	""	""	"ABBAYE LEVEILLEE"	""	"Français"	"1968/09/07"	""	""	"ali.hachemi@croesus.com"	""	"n/d"	""	"50"	"(450) 555-3933"	""	"701 336,46"	"LEVEILLEE ABBAYE"
"800018"	"(450) 555-2486"	"(450) 555-6577"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"BRENNAN LOUIS"	""	"Anglais"	"1950/01/10"	""	""	"AUDE.AUMOND@hotmail.com"	""	"n/d"	""	"68"	"(450) 555-8865"	""	"0,00"	"LOUIS BRENNAN"
"800052"	"(450) 555-9363"	"(450) 555-9832"	"3 918,96"	"CAD"	""	"3"	"2"	"1"	""	""	"ALINE LYE"	""	"Français"	"1960/05/07"	""	""	"BAGGA.BERCIER@yahoo.com"	""	"n/d"	""	"58"	"(450) 555-8992"	""	"586 512,59"	"LYE ALINE"
"800276"	"(450) 555-7542"	"(450) 555-3195"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"ALEX LYTLE"	""	"Français"	"1975/06/15"	""	""	"BOURSE.COUSSON@caramail.com"	""	"n/d"	""	"43"	"(450) 555-8412"	""	"0,00"	"LYTLE ALEX"
"800071"	"(450) 555-0523"	"(450) 555-7723"	"1 768,44"	"CAD"	""	"3"	"2"	"1"	""	""	"CEDARS MACDONALD"	""	"Français"	"1953/02/11"	""	""	"CLAIRA.BOMEK@videotron.ca"	""	"n/d"	""	"65"	"(450) 555-5770"	""	"108 893,79"	"MACDONALD CEDARS"
"800069"	"(450) 555-0843"	"(450) 555-8003"	"11 302,74"	"CAD"	""	"3"	"2"	"1"	""	""	"MATHIEU MAHEU"	""	"Français"	"1953/02/11"	""	""	"AMEDEE.BOHUON@usa.net"	""	"0,00"	""	"65"	"(450) 555-9745"	""	"161 133,13"	"MAHEU MATHIEU"
"800038"	"(450) 555-7211"	"(450) 555-3571"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"ANGIOLINA MAINELLA"	""	"Français"	"1967/04/23"	""	""	"ARVIS.BAZIN@hotmail.com"	""	"n/d"	""	"51"	"(450) 555-3616"	""	"458 579,49"	"MAINELLA ANGIOLI"
"800020"	"(450) 555-3128"	"(450) 555-7332"	"121 305,66"	"CAD"	""	"3"	"2"	"1"	""	""	"ACACIA MAKRIS"	""	"Anglais"	"1950/01/10"	""	""	"ALMOOR.AYOTTE@usa.net"	""	"0,00"	""	"68"	"(450) 555-7588"	""	"4 384 629,07"	"MAKRIS ACACIA"
"800229"	"(450) 555-4364"	"(450) 555-5087"	"29 742,82"	"CAD"	""	"3"	"2"	"1"	""	""	"BALLANTYNE MALISKA"	""	"Français"	"1965/03/07"	""	""	"ATUL.CHAMARD@hotmail.com"	""	"n/d"	""	"53"	"(450) 555-1113"	""	"819 748,15"	"MALISKA BALLANTY"
"800009"	"(450) 555-8881"	"(450) 555-3223"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"CELINE MALITO"	""	"Français"	"1948/09/12"	""	""	"BESS.ARCILA@yahoo.com"	""	"n/d"	""	"70"	"(450) 555-4649"	""	"0,00"	"MALITO CELINE"
"800053"	"(450) 555-0152"	"(450) 555-5756"	"9 840,14"	"CAD"	""	"3"	"2"	"1"	""	""	"BEAULIEU MALO"	""	"Français"	"1960/05/07"	""	""	"CATHERINE.BERLINGUETTE@videotron.ca"	""	"n/d"	""	"58"	"(450) 555-1298"	""	"409 971,34"	"MALO BEAULIEU"
"800246"	"(450) 555-4339"	"(450) 555-3138"	"5 522,58"	"CAD"	""	"3"	"2"	"1"	""	""	"CARLE MARCIL"	""	"Français"	"1968/09/07"	""	""	"ali.hachemi@croesus.com"	""	"n/d"	""	"50"	"(450) 555-1328"	""	"550 369,13"	"MARCIL CARLE"
"800003"	"(450) 555-8077"	"(450) 555-1655"	"10 434,74"	"CAD"	""	"3"	"2"	"1"	""	""	"BRITT MARSTON"	""	"Français"	"1948/09/12"	""	""	"ali.hachemi@croesus.com"	""	"n/d"	""	"70"	"(450) 555-3691"	""	"817 598,26"	"MARSTON BRITT"
"800268"	"(450) 555-1284"	"(450) 555-5778"	"4 111,26"	"CAD"	""	"3"	"2"	"1"	""	""	"AUDETTE MARTELLO"	""	"Français"	"1947/07/28"	""	""	"ASHRAF.COLQUHOUN@hotmail.com"	""	"0,00"	""	"71"	"(450) 555-3267"	""	"558 259,80"	"MARTELLO AUDETTE"
"800205"	"(450) 555-4830"	"(450) 555-4237"	"19 858,84"	"CAD"	""	"3"	"2"	"1"	""	""	"BENNO MASSIE"	""	"Français"	"1975/06/18"	""	""	"ANGELINA.BRUYNOOGHE@hotmail.com"	""	"n/d"	""	"43"	"(450) 555-1332"	""	"7 584 703,95"	"MASSIE BENNO"
"800222"	"(450) 555-6658"	"(450) 555-6615"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"AURELIANO MCCOMBE"	""	"Français"	"1965/03/07"	""	""	"AMZINA.CASINO@yahoo.com"	""	"n/d"	""	"53"	"(450) 555-1316"	""	"0,00"	"MCCOMBE AURELIAN"
"800086"	"(450) 555-4064"	"(450) 555-0850"	"11 094,54"	"CAD"	""	"3"	"2"	"1"	""	""	"CAYLEY MCDOWALL"	""	"Anglais"	"1975/06/18"	""	""	"BOIVIN.BRISSON@caramail.com"	""	"0,00"	""	"43"	"(450) 555-9125"	""	"157 568,79"	"MCDOWALL CAYLEY"
"800006"	"(450) 555-2490"	"(450) 555-3099"	"(6 659,96)"	"CAD"	""	"3"	"2"	"1"	""	""	"BLACK MCGILLICUDDY"	""	"Français"	"1948/09/12"	""	""	"mugurel.scobiac@croesus.com"	""	"0,00"	""	"70"	"(450) 555-3496"	""	"2 044 015,64"	"MCGILLICUDDY BLA"
"800224"	"(450) 555-5501"	"(450) 555-3816"	"21 875,49"	"CAD"	""	"3"	"2"	"1"	""	""	"ALFONSO MCGRATH"	""	"Anglais"	"1965/03/07"	""	""	"ANASTASIA.CASSISTAT@hotmail.com"	""	"0,00"	""	"53"	"(450) 555-2397"	""	"473 632,89"	"MCGRATH ALFONSO"
"800203"	"(450) 555-2933"	"(450) 555-0804"	"13 294,55"	"CAD"	""	"3"	"2"	"1"	""	""	"ALDEGE MCINTAGGART"	""	"Français"	"1975/06/18"	""	""	"CAMIL.BROWNE@caramail.com"	""	"0,00"	""	"43"	"(450) 555-3578"	""	"520 184,64"	"MCINTAGGART ALDE"
"800273"	"(450) 555-0869"	"(450) 555-3055"	"29 680,29"	"CAD"	""	"3"	"2"	"1"	""	""	"CELESTE MCMULLIN"	""	"Français"	"1975/06/15"	""	""	"ALEXANDER.CORDISCO@usa.net"	""	"0,00"	""	"43"	"(450) 555-2933"	""	"2 074 462,54"	"MCMULLIN CELESTE"
"800030"	"(450) 555-8360"	"(450) 555-3453"	"39 308,65"	"CAD"	""	"3"	"2"	"1"	""	""	"BELISLE MCNEIL"	""	"Français"	"1936/07/22"	""	""	"CATHERINA.BARBOUR@videotron.ca"	""	"n/d"	""	"82"	"(450) 555-8921"	""	"404 304,26"	"MCNEIL BELISLE"
"800016"	"(450) 555-5962"	"(450) 555-9688"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"BECHARA MIGUÉ"	""	"Anglais"	"1950/01/10"	""	""	"AUDREY.AUBREY@hotmail.com"	""	"0,00"	""	"68"	"(450) 555-1163"	""	"0,00"	"MIGUÉ BECHARA"
"800201"	"(450) 555-7515"	"(450) 555-1014"	"1 260,05"	"CAD"	""	"3"	"2"	"1"	""	""	"BRUCE MURDOCK"	""	"Français"	"1975/06/18"	""	""	"CLARENCE.BROGAN@videotron.ca"	""	"n/d"	""	"43"	"(450) 555-5468"	""	"73 332,75"	"MURDOCK BRUCE"
"800206"	"(450) 555-7763"	"(450) 555-0545"	"9 136,78"	"CAD"	""	"3"	"2"	"1"	""	""	"ANNU MUTCHMORE"	""	"Français"	"1975/06/18"	""	""	"BRASSEURS.BUCHER@caramail.com"	""	"0,00"	""	"43"	"(450) 555-3782"	""	"1 063 721,65"	"MUTCHMORE ANNU"
"800083"	"(450) 555-2470"	"(450) 555-9021"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"ANTOINETTE NEILL"	""	"Français"	"1975/06/18"	""	""	"BRASSERIE.STANTON@caramail.com"	""	"n/d"	""	"43"	"(450) 555-0636"	""	"0,00"	"NEILL ANTOINETTE"
"800082"	"(450) 555-1298"	"(450) 555-7980"	"93 297,43"	"CAD"	""	"3"	"2"	"1"	""	""	"BENNETT NEVINS"	""	"Français"	"1975/06/18"	""	""	"BERVERLY.BRABANTB@yahoo.com"	""	"0,00"	""	"43"	"(450) 555-3222"	""	"1 993 045,46"	"NEVINS BENNETT"
"800029"	"(450) 555-5750"	"(450) 555-8918"	"0,00"	"CAD"	""	"3"	"2"	"1"	""	""	"AQUARIUS NOEL"	""	"Français"	"1936/07/22"	""	""	"CARINE.BARABY@caramail.com"	""	"n/d"	""	"82"	"(450) 555-1771"	""	"0,00"	"NOEL AQUARIUS"
"800019"	"(450) 555-5925"	"(450) 555-9762"	"9 518,29"	"CAD"	""	"3"	"2"	"1"	""	""	"CHERYL NOLAN"	""	"Anglais"	"1950/01/10"	""	""	"BARB.AUSTEN@yahoo.com"	""	"n/d"	""	"68"	"(450) 555-4556"	""	"171 247,39"	"NOLAN CHERYL"
"800043"	"(450) 555-7897"	"(450) 555-7949"	"23 726,11"	"CAD"	""	"3"	"2"	"1"	""	""	"ADRESSE OLEKSIEW"	""	"Français"	"1960/01/30"	""	""	"ALFREDA.BEDA@usa.net"	""	"0,00"	""	"58"	"(450) 555-8852"	""	"613 402,99"	"OLEKSIEW ADRESSE"
"800256"	"(450) 555-9118"	"(450) 555-4215"	"16 410,42"	"CAD"	""	"3"	"2"	"1"	""	""	"ADMAX ORLEAN"	""	"Français"	"1981/08/12"	""	""	"ASTRID.SENECHAL@hotmail.com"	""	"n/d"	""	"37"	"(450) 555-2521"	""	"1 089 166,77"	"ORLEAN ADMAX"
"800074"	"(450) 555-4709"	"(450) 555-0767"	"7 156,45"	"CAD"	""	"3"	"2"	"1"	""	""	"ALEXANDRIA OSER"	""	"Français"	"1975/06/18"	""	""	"BORDELEAU.HOLLAND@caramail.com"	""	"0,00"	""	"43"	"(450) 555-6761"	""	"846 394,99"	"OSER ALEXANDRIA"
"800065"	"(450) 555-6425"	"(450) 555-1325"	"3 214,10"	"CAD"	""	"3"	"2"	"1"	""	""	"ALDO PILOTE"	""	"Français"	"1953/02/11"	""	""	"BESSIM.BLANCHE@yahoo.com"	""	"n/d"	""	"65"	"(450) 555-7525"	""	"42 252,29"	"PILOTE ALDO"
"800210"	"(450) 555-4359"	"(450) 555-2487"	"9 248,52"	"CAD"	""	"3"	"2"	"1"	""	""	"CATHARINA PINARD"	""	"Anglais"	"1936/10/10"	""	""	"ACURA.BULLETIN@usa.net"	""	"0,00"	""	"82"	"(450) 555-0240"	""	"881 624,38"	"PINARD CATHARINA"
"800073"	"(450) 555-2637"	"(450) 555-4621"	"13 736,31"	"CAD"	""	"3"	"2"	"1"	""	""	"CHARTIER PLATINE"	""	"Français"	"1953/02/11"	""	""	"CAROLE.BONTE@caramail.com"	""	"n/d"	""	"65"	"(450) 555-1052"	""	"940 686,33"	"PLATINE CHARTIER"
"800064"	"(450) 555-1464"	"(450) 555-9510"	"(15 709,17)"	"CAD"	""	"3"	"2"	"1"	""	""	"BENNY POLOMSKI"	""	"Français"	"1920/07/13"	""	""	"BALANCED.TALVEST@yahoo.com"	""	"0,00"	""	"98"	"(450) 555-9312"	""	"1 090 965,72"	"POLOMSKI BENNY"
"800035"	"(450) 555-4060"	"(450) 555-8053"	"5 660,71"	"CAD"	""	"3"	"2"	"1"	""	""	"ADAMS POTYONDY"	""	"Anglais"	"1967/04/23"	""	""	"CANDIDE.BATEMAN@caramail.com"	""	"n/d"	""	"51"	"(450) 555-7794"	""	"1 453 568,06"	"POTYONDY ADAMS"
"800400"	"(450) 555-4444"	"(450) 555-4441"	"453 258,00"	"CAD"	""	"3"	"2"	"1"	""	""	"PROJECTED INCOME REPORT"	""	"Français"	"1990/01/01"	""	""	"julie.lamarche@croesus.com"	""	"n/d"	""	"28"	"(450) 555-4442"	""	"555 985,56"	"PROJ. INC. RPT"
"800401"	"(450) 555-4444"	"(450) 555-4441"	"453 258,00"	"CAD"	""	"3"	"2"	"1"	""	""	"PROJECTED INCOME REPORT"	""	"Français"	"1990/01/01"	""	""	"julie.lamarche@croesus.com"	""	"n/d"	""	"28"	"(450) 555-4442"	""	"555 985,56"	"PROJ. INC. RPT"
"800041"	"(450) 555-3467"	"(450) 555-5811"	"388 181,71"	"CAD"	""	"3"	"2"	"1"	""	""	"CAROLLE QUAGHEBEUR"	""	"Anglais"	"1960/01/30"	""	""	"ANNEMARIE.BEAUDRY@hotmail.com"	""	"n/d"	""	"58"	"(450) 555-5602"	""	"3 124 459,43"	"QUAGHEBEUR CAROL"
"800502"	"(450) 555-4444"	"(450) 555-4441"	"471 784,75"	"CAD"	""	"3"	"2"	"1"	""	""	"RAPPORT INTACC"	""	"Français"	"1990/01/01"	""	""	"julie.lamarche@croesus.com"	""	"n/d"	""	"28"	"(450) 555-4442"	""	"574 512,31"	"RAPPORT INTACC"
"800239"	"(450) 555-1316"	"(450) 555-0873"	"(7 656,59)"	"CAD"	""	"3"	"2"	"1"	""	""	"CAISSE RETZLAFF"	""	"Anglais"	"1959/10/11"	""	""	"CATHIE.CLAIR@videotron.ca"	""	"0,00"	""	"59"	"(450) 555-1070"	""	"3 175 059,16"	"RETZLAFF CAISSE"
"800227"	"(450) 555-4060"	"(450) 555-4861"	"2 982,47"	"CAD"	""	"3"	"2"	"1"	""	""	"CATELLIER ROLLAND"	""	"Français"	"1965/03/07"	""	""	"BERNARDIN.CERAT@yahoo.com"	""	"n/d"	""	"53"	"(450) 555-0952"	""	"158 138,41"	"ROLLAND CATELLIE"
"800261"	"(450) 555-6604"	"(450) 555-0922"	"15 107,08"	"CAD"	""	"3"	"2"	"1"	""	""	"ALMA SAMBORSKI"	""	"Anglais"	"1947/07/28"	""	""	"BETH.BELLEFONTAINE@yahoo.com"	""	"n/d"	""	"71"	"(450) 555-5074"	""	"831 253,90"	"SAMBORSKI ALMA"
"800216"	"(450) 555-9953"	"(450) 555-3342"	"1 555 165,13"	"CAD"	""	"3"	"2"	"1"	""	""	"AMYN SAMSON"	""	"Français"	"1936/10/10"	""	""	"BOHEMIER.CANESSO@caramail.com"	""	"n/d"	""	"82"	"(450) 555-4442"	""	"18 425 988,02"	"SAMSON AMYN"
"800044"	"(450) 555-0239"	"(450) 555-3393"	"(71 385,96)"	"CAD"	""	"3"	"2"	"1"	""	""	"BRUNO SANDHU"	""	"Anglais"	"1960/01/30"	""	""	"AVIS.BEDWELL@yahoo.com"	""	"0,00"	""	"58"	"(450) 555-9281"	""	"367 036,04"	"SANDHU BRUNO"
"800257"	"(450) 555-2752"	"(450) 555-6082"	"(51 988,64)"	"CAD"	""	"3"	"2"	"1"	""	""	"AYAAZ SATTLER"	""	"Français"	"1981/08/12"	""	""	"CATHRINE.RUBINO@videotron.ca"	""	"0,00"	""	"37"	"(450) 555-9847"	""	"1 792 819,04"	"SATTLER AYAAZ"
