Acct. No.	Processing	Transaction	IA Code	Type	Symbol	Quantity	Price	Cur.	Total	Commission	Gains/Losses	Accrued Int.	Fees	Manual ACB	Cash Balance
800249-NA	01/25/2010	01/25/2010	BD88	Sell	MBT	(300)	34.520	CAD	10,356.00	0.00	156.00	0.00	0.00	0.000	148,388.26
800249-NA	01/25/2010	01/25/2010	BD88	Sell	MBT	(400)	34.520	CAD	13,808.00	0.00	208.00	0.00	0.00	0.000	138,032.26
800248-NA	01/25/2010	01/25/2010	BD88	Dividends	CP	364	0.000	CAD	76.58	0.00	0.00	0.00	13.51	0.000	92,145.40
800238-GT	01/25/2010	01/22/2010	BD88	Buy	NBC100	25,900.000	1.000	CAD	(25,900.00)	0.00	0.00	0.00	0.00	0.000	7.09
800236-OB	01/25/2010	01/25/2010	BD66	Dividends	GE	300	0.000	USD	25.50	0.00	0.00	0.00	4.50	0.000	10,647.24
800235-FS	01/25/2010	01/25/2010	BD66	Interest	B70658	13,188	0.000	CAD	385.75	0.00	0.00	0.00	0.00	0.000	4,072.72
800234-FS	01/25/2010	01/25/2010	BD66	Dividends	GE	300	0.000	CAD	31.74	0.00	0.00	0.00	0.00	0.000	10,563.48
800232-NA	01/25/2010	01/25/2010	BD88	Interest	V95293	11,238	0.000	CAD	516.95	0.00	0.00	0.00	0.00	0.000	691.28
800231-NA	01/25/2010	01/25/2010	BD66	Interest	Q66835	49,000	0.000	CAD	1,163.75	0.00	0.00	0.00	0.00	0.000	2,558.62
800231-NA	01/25/2010	01/25/2010	BD66	Dividends	GE	700	0.000	CAD	62.95	0.00	0.00	0.00	11.11	0.000	1,394.87
800229-NA	01/25/2010	01/25/2010	0AED	Book Value	1CAD	0.00	0.000	CAD	806.86	0.00	0.00	0.00	0.00	0.000	10,826.06
800229-NA	01/25/2010	01/25/2010	0AED	Book Value	DYN9152	(488.992)	0.000	CAD	6,829.59	0.00	0.00	0.00	0.00	0.000	10,826.06
800229-NA	01/25/2010	01/25/2010	0AED	Book Value	DYN9152	488.992	0.000	CAD	(7,636.45)	0.00	0.00	0.00	0.00	0.000	10,826.06
800228-RE	01/25/2010	01/25/2010	BD88	Book Value	1CAD	0.00	0.000	CAD	306.01	0.00	0.00	0.00	0.00	0.000	4,223.16
800228-RE	01/25/2010	01/25/2010	BD88	Book Value	DYN9152	(185.449)	0.000	CAD	2,247.46	0.00	0.00	0.00	0.00	0.000	4,223.16
800228-RE	01/25/2010	01/25/2010	BD88	Book Value	DYN9152	185.449	0.000	CAD	(2,553.47)	0.00	0.00	0.00	0.00	0.000	4,223.16
800225-RE	01/25/2010	01/25/2010	BD66	Dividends	CP	120	0.000	CAD	29.70	0.00	0.00	0.00	0.00	0.000	(1,345.57)
800224-RE	01/25/2010	01/25/2010	AC42	Withdrawal	1CAD	0.00	0.000	CAD	(5,000.00)	0.00	0.00	0.00	0.00	0.000	21,697.85
800224-RE	01/25/2010	01/25/2010	AC42	Sell	Q69055	(35,000)	103.837	CAD	36,577.69	25.00	1,277.55	234.79	0.00	0.000	26,697.85
800224-RE	01/25/2010	01/25/2010	AC42	Buy	FTS.PR.H	600	25.000	CAD	(15,000.00)	240.00	0.00	0.00	0.00	0.000	(9,879.84)
800224-RE	01/25/2010	01/22/2010	AC42	Dividends	MFC856	24.014	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	5,120.16
800216-OB	01/25/2010	01/25/2010	AC43	Dividends	GE	1,000	0.000	USD	100.00	0.00	0.00	0.00	0.00	0.000	681,540.37
800215-OB	01/25/2010	01/25/2010	AC43	Dividends	GE	500	0.000	USD	42.50	0.00	0.00	0.00	7.50	0.000	2,304.65
800210-FS	01/25/2010	01/25/2010	BD88	Dividends	GE	1,200	0.000	CAD	126.96	0.00	0.00	0.00	0.00	0.000	2,873.35
800208-NA	01/25/2010	01/25/2010	BD88	Dividends	CP	200	0.000	CAD	49.50	0.00	0.00	0.00	0.00	0.000	12,429.65
800207-RE	01/25/2010	01/25/2010	AC42	Interest	Q47689	20,000	0.000	CAD	450.00	0.00	0.00	0.00	0.00	0.000	12,404.28
800207-FS	01/25/2010	01/25/2010	AC42	Interest	Q61649	10,000	0.000	CAD	550.00	0.00	0.00	0.00	0.00	0.000	551.23
800206-RE	01/25/2010	01/25/2010	BD77	Dividends	GE	55	0.000	CAD	4.94	0.00	0.00	0.00	0.88	0.000	4,150.24
800205-NA	01/25/2010	01/25/2010	0AED	Dividends	CP	5,000	0.000	CAD	1,237.50	0.00	0.00	0.00	0.00	0.000	11,827.99
800203-RE	01/25/2010	01/25/2010	AC42	Dividends	CP	40	0.000	CAD	9.90	0.00	0.00	0.00	0.00	0.000	4,541.91
800203-FS	01/25/2010	01/25/2010	AC42	Dividends	CP	20	0.000	CAD	4.95	0.00	0.00	0.00	0.00	0.000	8,752.64
800086-RE	01/25/2010	01/25/2010	AC42	Dividends	GE	98	0.000	CAD	8.81	0.00	0.00	0.00	1.56	0.000	11,094.54
800082-SF	01/25/2010	01/25/2010	0AED	Buy	T	500	25.680	USD	(12,840.00)	0.00	0.00	0.00	0.00	0.000	5,647.34
800082-SF	01/25/2010	01/25/2010	0AED	Sell	BHP	(200)	74.230	USD	14,845.81	0.00	7,215.81	0.00	0.19	0.000	18,487.34
800082-SF	01/25/2010	01/25/2010	0AED	Dividends	GE	1,000	0.000	USD	85.00	0.00	0.00	0.00	15.00	0.000	3,641.53
800082-SF	01/25/2010	01/25/2010	0AED	Sell	EEM	(300)	39.950	USD	11,984.84	0.00	(131.89)	0.00	0.16	0.000	3,556.53
800082-SF	01/25/2010	01/25/2010	0AED	Buy	UN	300	31.230	USD	(9,369.00)	0.00	0.00	0.00	0.00	0.000	(8,428.31)
800082-RE	01/25/2010	01/25/2010	0AED	Sell	B68926	(68,890)	100.020	CAD	68,953.24	0.00	(233.84)	49.26	0.00	0.000	74,399.78
800082-RE	01/25/2010	01/25/2010	0AED	Sell	Q50015	(31,725)	99.000	CAD	31,425.83	0.00	(317.25)	18.08	0.00	0.000	5,446.54
800082-RE	01/25/2010	01/25/2010	0AED	Interest	R40289	23,700	0.000	CAD	670.25	0.00	0.00	0.00	0.00	0.000	(25,979.29)
800082-RE	01/25/2010	01/25/2010	0AED	Buy	X35404	50,000	102.750	CAD	(51,521.40)	0.00	0.00	(146.40)	0.00	0.000	(26,649.54)
800082-RE	01/25/2010	01/25/2010	0AED	Sell	XEG	(870)	18.060	CAD	15,712.20	0.00	3,068.61	0.00	0.00	0.000	24,871.86
800082-RE	01/25/2010	01/25/2010	0AED	Sell	SNC	(200)	52.300	CAD	10,460.00	0.00	4,421.33	0.00	0.00	0.000	9,159.66
800082-RE	01/25/2010	01/25/2010	0AED	Buy	TRP	200	34.950	CAD	(6,990.00)	0.00	0.00	0.00	0.00	0.000	(1,300.34)
800082-FS	01/25/2010	01/25/2010	0AED	Interest	R40289	1,300	0.000	CAD	36.77	0.00	0.00	0.00	0.00	0.000	12,919.00
800081-LY	01/25/2010	01/25/2010	BD66	Interest	V46119	14,000	0.000	CAD	343.00	0.00	0.00	0.00	0.00	0.000	1,958.90
800079-NA	01/25/2010	01/25/2010	BD66	Interest	V46119	13,000	0.000	CAD	318.50	0.00	0.00	0.00	0.00	0.000	642.14
800079-GT	01/25/2010	01/25/2010	BD66	Interest	V46119	14,000	0.000	CAD	343.00	0.00	0.00	0.00	0.00	0.000	1,185.97
800075-SF	01/25/2010	01/25/2010	BD88	Transfer	1USD	0.00	0.000	USD	(15,918.60)	0.00	0.00	0.00	0.00	0.000	85.00
800075-SF	01/25/2010	01/25/2010	BD88	Dividends	GE	1,000	0.000	USD	85.00	0.00	0.00	0.00	15.00	0.000	16,003.60
800075-RE	01/25/2010	01/25/2010	BD88	Transfer	1CAD	0.00	0.000	CAD	16,714.53	0.00	0.00	0.00	0.00	0.000	69,818.98
800075-RE	01/25/2010	01/25/2010	BD88	Buy	M02900	60,823	57.543	CAD	(34,999.48)	0.00	0.00	0.00	0.00	0.000	53,104.45
800074-SF	01/25/2010	01/25/2010	BD66	Dividends	GE	400	0.000	USD	34.00	0.00	0.00	0.00	6.00	0.000	2,745.40
800074-RE	01/25/2010	01/25/2010	BD66	Interest	Q61649	22,000	0.000	CAD	1,210.00	0.00	0.00	0.00	0.00	0.000	4,250.44
800073-NA	01/25/2010	01/25/2010	AC42	Interest	Q47689	33,000	0.000	CAD	742.50	0.00	0.00	0.00	0.00	0.000	12,942.57
800069-LV	01/25/2010	01/25/2010	BD88	Dividends	GE	165	0.000	CAD	17.46	0.00	0.00	0.00	0.00	0.000	4,501.46
800067-SF	01/25/2010	01/25/2010	BD66	Dividends	GE	135	0.000	USD	11.47	0.00	0.00	0.00	2.03	0.000	3,453.39
800067-RE	01/25/2010	01/25/2010	BD66	Dividends	CP	255	0.000	CAD	63.11	0.00	0.00	0.00	0.00	0.000	10,723.72
800067-OB	01/25/2010	01/25/2010	BD66	Sell	PEP	(10)	60.393	USD	603.92	0.00	51.03	0.00	0.01	0.000	1,523.77
800067-OB	01/25/2010	01/25/2010	BD66	Split	TSL	15	0.000	USD	0.00	0.00	0.00	0.00	0.00	0.000	919.85
800067-OB	01/25/2010	01/25/2010	BD66	Buy	TSL	17	21.930	USD	(372.81)	0.00	0.00	0.00	0.00	0.000	919.85
800066-ZM	01/25/2010	01/22/2010	AC42	Dividends	MFC432	2.004	13.177	CAD	0.00	0.00	0.00	0.00	0.00	0.000	2,725.53
800066-GT	01/25/2010	01/22/2010	AC42	Dividends	MFC302	1.460	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	13,445.90
800062-OB	01/25/2010	01/25/2010	AC42	Dividends	GE	200	0.000	USD	17.00	0.00	0.00	0.00	3.00	0.000	35,682.15
800059-FS	01/25/2010	01/25/2010	AC42	Interest	Q61649	5,012	0.000	CAD	275.66	0.00	0.00	0.00	0.00	0.000	5,393.06
800058-RE	01/25/2010	01/25/2010	AC42	Dividends	GE	65	0.000	CAD	5.84	0.00	0.00	0.00	1.04	0.000	6,765.89
800058-FS	01/25/2010	01/25/2010	AC42	Interest	Q61649	1,400	0.000	CAD	77.00	0.00	0.00	0.00	0.00	0.000	2,612.16
800056-FS	01/25/2010	01/25/2010	AC42	Interest	Q61649	6,689	0.000	CAD	367.90	0.00	0.00	0.00	0.00	0.000	368.09
800054-FS	01/25/2010	01/25/2010	BD88	Dividends	GE	40	0.000	CAD	4.23	0.00	0.00	0.00	0.00	0.000	16,845.54
800053-NA	01/25/2010	01/22/2010	0AED	Dividends	MFC285	2.440	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	8,754.62
800053-FS	01/25/2010	01/22/2010	0AED	Dividends	MFC285	4.261	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	728.25
800049-OB	01/25/2010	01/25/2010	AC42	Dividends	GE	300	0.000	USD	25.50	0.00	0.00	0.00	4.50	0.000	9,180.42
800048-NA	01/25/2010	01/25/2010	AC55	Withdrawal	1CAD	0.00	0.000	CAD	(2,000.00)	0.00	0.00	0.00	0.00	0.000	(464.60)
800046-NA	01/25/2010	01/25/2010	AC55	Dividends	GE	112	0.000	CAD	10.07	0.00	0.00	0.00	1.78	0.000	8,391.61
800046-NA	01/25/2010	01/01/2010	AC55	Management Fee	1CAD	0.00	0.000	CAD	(270.07)	0.00	0.00	0.00	270.07	0.000	7,674.72
800046-NA	01/25/2010	01/01/2010	AC55	GST	1CAD	0.00	0.000	CAD	(13.50)	0.00	0.00	0.00	13.50	0.000	7,944.79
800043-SF	01/25/2010	01/25/2010	AC42	Dividends	GE	400	0.000	USD	40.00	0.00	0.00	0.00	0.00	0.000	4,310.85
800041-NA	01/25/2010	01/25/2010	AC44	Dividends	CP	1,100	0.000	CAD	272.25	0.00	0.00	0.00	0.00	0.000	143,256.11
800041-FS	01/25/2010	01/25/2010	AC44	Dividends	LIF.UN	1,800	0.000	CAD	900.00	0.00	0.00	0.00	0.00	0.000	94,546.82
800035-HU	01/25/2010	01/25/2010	AC44	Dividends	CP	200	0.000	CAD	49.50	0.00	0.00	0.00	0.00	0.000	5,572.69
800030-GT	01/25/2010	01/22/2010	AC55	Dividends	MFC756	0.000	0.000	CAD	50.92	0.00	0.00	0.00	0.00	0.000	15,516.50
800022-NA	01/25/2010	01/25/2010	AC44	Dividends	GE	500	0.000	CAD	44.96	0.00	0.00	0.00	7.94	0.000	4,410.32
800021-NA	01/25/2010	01/25/2010	AC44	Withdrawal	1CAD	0.00	0.000	CAD	(4,000.00)	0.00	0.00	0.00	0.00	0.000	(4,000.00)
800021-NA	01/25/2010	01/22/2010	AC44	Sell	NBC100	(1,488.220)	1.000	CAD	1,488.22	0.00	0.00	0.00	0.00	0.000	0.00
800021-FS	01/25/2010	01/25/2010	AC44	Interest	V46119	46,750	0.000	CAD	1,145.38	0.00	0.00	0.00	0.00	0.000	(26,713.18)
800021-FS	01/25/2010	01/25/2010	AC44	Buy	CJP	900	9.610	CAD	(8,854.41)	205.41	0.00	0.00	0.00	0.000	(27,858.56)
800021-FS	01/25/2010	01/25/2010	AC44	Dividends	IEF.UN	2,000	0.000	CAD	166.68	0.00	0.00	0.00	0.00	0.000	(19,004.15)
800021-FS	01/25/2010	01/25/2010	AC44	Buy	XIN	500	17.670	CAD	(9,042.62)	207.62	0.00	0.00	0.00	0.000	(19,170.83)
800021-FS	01/25/2010	01/25/2010	AC44	Buy	XEM	375	23.950	CAD	(9,194.55)	213.30	0.00	0.00	0.00	0.000	(10,128.21)
800021-FS	01/25/2010	01/25/2010	AC44	Buy	XSU	650	13.580	CAD	(9,036.64)	209.64	0.00	0.00	0.00	0.000	(933.66)
800020-RE	01/25/2010	01/22/2010	AC42	Withdrawal	1CAD	0.00	0.000	CAD	(47.65)	0.00	0.00	0.00	0.00	0.000	113,045.51
800013-OB	01/25/2010	01/25/2010	AC55	Buy	CCS.PR.C	600	19.450	CAD	(11,670.00)	0.00	0.00	0.00	0.00	0.000	55,541.99
800011-NA	01/25/2010	01/22/2010	AC42	Sell	NBC100	(4,100.000)	1.000	CAD	4,100.00	0.00	0.00	0.00	0.00	0.000	5,014.19
800010-JJ	01/25/2010	01/25/2010	AC42	Interest	R86864	26,000	0.000	CAD	1,097.20	0.00	0.00	0.00	0.00	0.000	1,097.20
800008-OB	01/25/2010	01/25/2010	AC42	Buy	AAPL	200	203.140	USD	(40,753.00)	125.00	0.00	0.00	0.00	0.000	233,938.96
800008-NA	01/25/2010	01/25/2010	AC42	Dividends	CP	92	0.000	CAD	22.77	0.00	0.00	0.00	0.00	0.000	5,943.20
800007-NA	01/25/2010	01/22/2010	AC42	Sell	NBC100	(79,000.000)	1.000	CAD	79,000.00	0.00	0.00	0.00	0.00	0.000	(811.54)
800006-NA	01/25/2010	01/25/2010	AC42	Dividends	CP	244	0.000	CAD	60.39	0.00	0.00	0.00	0.00	0.000	(22,607.83)
800006-GT	01/25/2010	01/25/2010	AC42	Dividends	CP	436	0.000	CAD	107.91	0.00	0.00	0.00	0.00	0.000	577.75
800003-NA	01/25/2010	01/25/2010	AC42	Dividends	CP	238	0.000	CAD	58.91	0.00	0.00	0.00	0.00	0.000	6,499.10
800002-NA	01/25/2010	01/25/2010	AC42	Dividends	CP	500	0.000	CAD	123.75	0.00	0.00	0.00	0.00	0.000	32,554.52
800001-OB	01/25/2010	01/25/2010	AC42	Dividends	GE	800	0.000	USD	68.00	0.00	0.00	0.00	12.00	0.000	46,832.77
800001-NA	01/25/2010	01/25/2010	AC42	Dividends	CP	400	0.000	CAD	99.00	0.00	0.00	0.00	0.00	0.000	(15,381.69)
300015-NA	01/25/2010	01/16/2010	BD88	Transfer	ABX	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	3,292.60
300015-NA	01/25/2010	07/08/2009	BD88	Buy	NA.AL	10	1.690	CAD	(1,707.40)	16.90	0.00	0.00	0.50	0.000	3,292.60
300015-NA	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	5,000.00	0.00	0.00	0.00	0.00	0.000	5,000.00
300014-NA	01/25/2010	01/22/2010	BD88	Buy	B87545	10,000	112.700	CAD	(11,331.57)	112.00	0.00	(61.07)	0.50	0.000	26,764.47
300014-NA	01/25/2010	01/21/2010	BD88	Sell	M22762	(5,000)	93.500	USD	4,908.25	93.00	(451.66)	0.00	0.50	0.000	38,096.04
300014-NA	01/25/2010	01/20/2010	BD88	Buy	M61475	10,000	90.000	CAD	(9,000.50)	90.00	0.00	0.00	0.50	0.000	33,187.79
300014-NA	01/25/2010	01/15/2010	BD88	Redemption	V61248	0	0.000	CAD	31.80	0.00	0.00	0.00	0.00	0.000	42,188.29
300014-NA	01/25/2010	01/15/2010	BD88	Interest	V61248	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	42,156.49
300014-NA	01/25/2010	01/14/2010	BD88	Sell	L05144	(10,000)	99.955	CAD	9,995.50	99.00	(1.44)	0.00	0.50	0.000	41,956.49
300014-NA	01/25/2010	12/23/2009	BD88	Buy	M22762	10,000	93.000	USD	(9,765.50)	93.00	0.00	0.00	0.50	0.000	31,960.99
300014-NA	01/25/2010	12/18/2009	BD88	Redemption	B87545	10,000	0.000	CAD	85.00	0.00	0.00	0.00	0.00	0.000	41,726.49
300014-NA	01/25/2010	12/18/2009	BD88	Interest	B87545	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	41,641.49
300014-NA	01/25/2010	12/15/2009	BD88	Redemption	V61248	0	0.000	CAD	31.80	0.00	0.00	0.00	0.00	0.000	41,441.49
300014-NA	01/25/2010	12/15/2009	BD88	Interest	V61248	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	41,409.69
300014-NA	01/25/2010	12/09/2009	BD88	Buy	L05144	20,000	99.900	CAD	(19,980.50)	194.00	0.00	0.00	0.50	0.000	41,209.69
300014-NA	01/25/2010	12/01/2009	BD88	Redemption	M89953	(20,000)	100.000	CAD	20,000.00	0.00	0.00	0.00	0.00	0.000	61,190.19
300014-NA	01/25/2010	11/15/2009	BD88	Redemption	V61248	0	0.000	CAD	31.80	0.00	0.00	0.00	0.00	0.000	41,190.19
300014-NA	01/25/2010	11/15/2009	BD88	Interest	V61248	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	41,158.39
300014-NA	01/25/2010	10/15/2009	BD88	Redemption	V61248	0	0.000	CAD	31.80	0.00	0.00	0.00	0.00	0.000	40,958.39
300014-NA	01/25/2010	10/15/2009	BD88	Interest	V61248	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	40,926.59
300014-NA	01/25/2010	10/01/2009	BD88	Buy	M89953	10,000	99.953	CAD	(9,995.80)	98.50	0.00	0.00	0.50	0.000	40,726.59
300014-NA	01/25/2010	09/15/2009	BD88	Redemption	V61248	0	0.000	CAD	31.80	0.00	0.00	0.00	0.00	0.000	50,722.39
300014-NA	01/25/2010	09/15/2009	BD88	Interest	V61248	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	50,690.59
300014-NA	01/25/2010	08/15/2009	BD88	Redemption	V61248	0	0.000	CAD	31.80	0.00	0.00	0.00	0.00	0.000	50,490.59
300014-NA	01/25/2010	08/15/2009	BD88	Interest	V61248	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	50,458.79
300014-NA	01/25/2010	08/15/2009	BD88	Redemption	M80675	0	0.000	CAD	50.00	0.00	0.00	0.00	0.00	0.000	50,258.79
300014-NA	01/25/2010	08/15/2009	BD88	Interest	M80675	0	0.000	CAD	500.00	0.00	0.00	0.00	0.00	0.000	50,208.79
300014-NA	01/25/2010	07/29/2009	BD88	Buy	M80675	10,000	154.000	CAD	(15,904.92)	155.00	0.00	(504.42)	0.50	0.000	49,708.79
300014-NA	01/25/2010	07/15/2009	BD88	Redemption	V61248	0	0.000	CAD	31.80	0.00	0.00	0.00	0.00	0.000	65,613.71
300014-NA	01/25/2010	07/15/2009	BD88	Interest	V61248	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	65,581.91
300014-NA	01/25/2010	06/15/2009	BD88	Redemption	V61248	0	0.000	CAD	31.80	0.00	0.00	0.00	0.00	0.000	65,381.91
300014-NA	01/25/2010	06/15/2009	BD88	Interest	V61248	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	65,350.11
300014-NA	01/25/2010	05/15/2009	BD88	Redemption	V61248	0	0.000	CAD	31.80	0.00	0.00	0.00	0.00	0.000	65,150.11
300014-NA	01/25/2010	05/15/2009	BD88	Interest	V61248	0	0.000	CAD	200.00	0.00	0.00	0.00	0.00	0.000	65,118.31
300014-NA	01/25/2010	05/14/2009	BD88	Redemption	A02479	(10,000)	100.000	CAD	10,000.00	0.00	0.00	0.00	0.00	0.000	64,918.31
300014-NA	01/25/2010	04/16/2009	BD88	Buy	V61248	10,000	97.000	CAD	(9,918.08)	97.00	0.00	(217.58)	0.50	0.000	54,918.31
300014-NA	01/25/2010	04/15/2009	BD88	Buy	L05144	20,000	99.960	CAD	(19,992.50)	199.00	0.00	0.00	0.50	0.000	64,836.39
300014-NA	01/25/2010	04/14/2009	BD88	Redemption	P45616	(20,000)	100.000	USD	24,200.00	0.00	0.00	0.00	0.00	0.000	84,828.89
300014-NA	01/25/2010	04/07/2009	BD88	Buy	M85972	10,000	37.000	CAD	(3,700.50)	47.00	0.00	0.00	0.50	0.000	60,628.89
300014-NA	01/25/2010	04/06/2009	BD88	Buy	P45616	10,000	99.900	USD	(12,388.10)	124.00	0.00	0.00	0.50	0.000	64,329.39
300014-NA	01/25/2010	04/03/2009	BD88	Buy	B87545	10,000	108.700	CAD	(11,215.01)	108.00	0.00	(344.51)	0.50	0.000	76,717.49
300014-NA	01/25/2010	04/03/2009	BD88	Buy	M61475	10,000	80.000	CAD	(8,000.50)	80.00	0.00	0.00	0.50	0.000	87,932.50
300014-NA	01/25/2010	04/03/2009	BD88	Buy	M22762	20,000	88.500	USD	(21,771.50)	177.00	0.00	0.00	0.50	0.000	95,933.00
300014-NA	01/25/2010	04/03/2009	BD88	Buy	M89953	10,000	99.500	CAD	(9,950.50)	98.50	0.00	0.00	0.50	0.000	117,704.50
300014-NA	01/25/2010	04/02/2009	BD88	Buy	A02479	10,000	99.960	CAD	(9,996.50)	99.96	0.00	0.00	0.50	0.000	127,655.00
300014-NA	01/25/2010	04/01/2009	BD88	Buy	P45616	10,000	98.000	USD	(12,348.50)	123.48	0.00	0.00	0.50	0.000	137,651.50
300014-NA	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	150,000.00	0.00	0.00	0.00	0.00	0.000	150,000.00
300012-NA	01/25/2010	01/25/2010	BD88	Management Fee	1CAD	0.00	0.000	CAD	(125.00)	0.00	0.00	0.00	0.00	0.000	145,175.96
300012-NA	01/25/2010	01/19/2010	BD88	Management Fee	1CAD	0.00	0.000	CAD	(125.00)	0.00	0.00	0.00	0.00	0.000	145,300.96
300012-NA	01/25/2010	01/19/2010	BD88	Dividends	DIS	0	0.000	CAD	19.95	0.00	0.00	0.00	0.00	0.000	145,425.96
300012-NA	01/25/2010	01/19/2010	BD88	Dividends	DIS	5	31.010	USD	0.00	0.00	0.00	0.00	0.00	0.000	145,406.01
300012-NA	01/25/2010	01/04/2010	BD88	Withdrawal	1CAD	0.00	0.000	CAD	(5,000.00)	0.00	0.00	0.00	0.00	0.000	145,406.01
300012-NA	01/25/2010	12/31/2009	BD88	Sell	NA	(510)	60.000	CAD	30,906.50	306.00	9,041.50	0.00	0.50	0.000	150,406.01
300012-NA	01/25/2010	12/31/2009	BD88	Management Fee	1CAD	0.00	0.000	CAD	(125.00)	0.00	0.00	0.00	0.00	0.000	119,499.51
300012-NA	01/25/2010	12/15/2009	BD88	Dividends	ABX	0	0.000	CAD	106.05	0.00	0.00	0.00	0.00	0.000	119,624.51
300012-NA	01/25/2010	11/01/2009	BD88	Dividends	NA	5	56.390	CAD	0.00	0.00	0.00	0.00	0.00	0.000	119,518.46
300012-NA	01/25/2010	11/01/2009	BD88	Dividends	NA	0	0.000	CAD	31.15	0.00	0.00	0.00	0.00	0.000	119,518.46
300012-NA	01/25/2010	08/31/2009	BD88	Interest	1CAD	0.00	0.000	CAD	325.56	0.00	0.00	0.00	0.00	0.000	119,487.31
300012-NA	01/25/2010	08/01/2009	BD88	Dividends	NA	5	58.110	CAD	0.00	0.00	0.00	0.00	0.00	0.000	119,161.75
300012-NA	01/25/2010	08/01/2009	BD88	Dividends	NA	0	0.000	CAD	19.45	0.00	0.00	0.00	0.00	0.000	119,161.75
300012-NA	01/25/2010	07/31/2009	BD88	Interest	1CAD	0.00	0.000	CAD	348.32	0.00	0.00	0.00	0.00	0.000	119,142.30
300012-NA	01/25/2010	06/30/2009	BD88	Interest	1CAD	0.00	0.000	CAD	473.68	0.00	0.00	0.00	0.00	0.000	118,793.98
300012-NA	01/25/2010	06/15/2009	BD88	Dividends	ABX	0	0.000	CAD	113.30	0.00	0.00	0.00	0.00	0.000	118,320.30
300012-NA	01/25/2010	05/31/2009	BD88	Interest	1CAD	0.00	0.000	CAD	1,000.00	0.00	0.00	0.00	0.00	0.000	118,207.00
300012-NA	01/25/2010	04/30/2009	BD88	Interest	1CAD	0.00	0.000	CAD	1,000.00	0.00	0.00	0.00	0.00	0.000	117,207.00
300012-NA	01/25/2010	04/03/2009	BD88	Buy	NA	500	42.500	CAD	(21,292.50)	42.00	0.00	0.00	0.50	0.000	116,207.00
300012-NA	01/25/2010	04/03/2009	BD88	Buy	DIS	500	20.000	USD	(12,500.50)	200.00	0.00	0.00	0.50	0.000	137,499.50
300012-NA	01/25/2010	04/01/2009	BD88	Transfer	ABX	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	150,000.00
300012-NA	01/25/2010	04/01/2009	BD88	Transfer	PJC.A	500	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	150,000.00
300012-NA	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	150,000.00	0.00	0.00	0.00	0.00	0.000	150,000.00
300011-NA	01/25/2010	10/28/2009	BD88	Redemption	AGF420	(0.803)	0.000	CAD	0.00	0.00	(4.82)	0.00	0.00	0.000	21,400.00
300011-NA	01/25/2010	10/23/2009	BD88	Sell	AGF420	(491.000)	6.100	CAD	3,000.00	0.00	54.75	0.00	0.00	0.000	21,400.00
300011-NA	01/25/2010	09/23/2009	BD88	Buy	AGF420	0.458	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	18,400.00
300011-NA	01/25/2010	09/18/2009	BD88	Buy	AGF420	1,262.000	6.020	CAD	(7,600.00)	228.00	0.00	0.00	0.00	0.000	18,400.00
300011-NA	01/25/2010	08/20/2009	BD88	Buy	AGF420	0.678	0.000	CAD	0.00	0.00	0.00	0.00	0.00	0.000	26,000.00
300011-NA	01/25/2010	08/17/2009	BD88	Buy	AGF420	4,006.000	5.990	CAD	(24,000.00)	720.00	0.00	0.00	0.00	0.000	26,000.00
300011-NA	01/25/2010	04/01/2009	BD88	Deposit	1CAD	0.00	0.000	CAD	50,000.00	0.00	0.00	0.00	0.00	0.000	50,000.00
300010-OB	01/25/2010	01/25/2010	BD88	Sell	CBS	(250)	13.330	USD	3,298.67	33.33	2,074.69	0.00	0.50	0.000	276,630.41
300010-OB	01/25/2010	01/22/2010	BD88	Sell	TML204	(100.000)	10.000	CAD	939.50	10.00	127.97	0.00	0.50	0.000	273,331.74
300010-OB	01/25/2010	01/22/2010	BD88	Sell	GGF412	(100.000)	10.000	USD	989.50	10.00	(20.32)	0.00	0.50	0.000	272,392.24
300010-OB	01/25/2010	01/22/2010	BD88	Sell	YHOO	(500)	16.000	USD	7,919.50	80.00	(329.33)	0.00	0.50	0.000	271,402.74
