"Name"	"Account No."	"IA Code"	"Type"	"Plan"	"Telephone 1"	"Telephone 2"	"Balance"	"Currency"	"Status"	"Model Number"	"Model Name"	"Management Start Date"	"Last Transaction"	"Last Trade"	"Language"	"Full Name"	"Creation Date"	"Closing Date"	"Client No."	"Margin"	"Total Value"
"BORTOLUS BRITES"	"800075-JJ"	"BD88"	"J -"	""	"(450) 555-3387"	"(450) 555-3798"	"4,230.94"	"CAD"	"Open"	"~M-00005-0"	"*FALL BACK"	""	"01/21/2010"	""	"French"	"BRITES BORTOLUS"	"12/01/2009"	""	"800075"	"n/a"	"4,230.94"
"BORTOLUS BRITES"	"800075-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-3387"	"(450) 555-3798"	"69,818.98"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"BRITES BORTOLUS"	"12/01/2009"	""	"800075"	"0.00"	"1,464,975.72"
"BORTOLUS BRITES"	"800075-SF"	"BD88"	"E - Margin Long"	""	"(450) 555-3387"	"(450) 555-3798"	"85.00"	"USD"	"Open"	""	""	""	"01/25/2010"	"01/22/2010"	"French"	"BRITES BORTOLUS"	"12/01/2009"	""	"800075"	"0.00"	"280,999.00"
"BOWMAN BARBEL"	"800034-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-9271"	"(450) 555-2623"	"21,517.30"	"CAD"	"Open"	""	""	""	"01/21/2010"	"01/14/2010"	"French"	"BARBEL BOWMAN"	"12/01/2009"	""	"800034"	"n/a"	"131,493.44"
"BOWMAN BARBEL"	"800034-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-9271"	"(450) 555-2623"	"5,108.90"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"French"	"BARBEL BOWMAN"	"12/01/2009"	""	"800034"	"n/a"	"9,264.10"
"BOWMAN BARBEL"	"800034-LV"	"AC42"	"N -"	""	"(450) 555-9271"	"(450) 555-2623"	"16.20"	"CAD"	"Open"	""	""	""	"12/18/2007"	""	"French"	"BARBEL BOWMAN"	"12/01/2009"	""	"800034"	"n/a"	"2,267.81"
"BOWMAN BARBEL"	"800034-NA"	"AC42"	"A - Cash"	""	"(450) 555-9271"	"(450) 555-2623"	"0.00"	"CAD"	"Open"	""	""	""	"07/09/2003"	""	"French"	"BARBEL BOWMAN"	"12/01/2009"	""	"800034"	"n/a"	"0.00"
"BOWMAN BARBEL"	"800034-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-9271"	"(450) 555-2623"	"2,033.48"	"CAD"	"Open"	""	""	""	"12/31/2009"	""	"French"	"BARBEL BOWMAN"	"12/01/2009"	""	"800034"	"0.00"	"77,970.29"
"BRABANTB BERVERL"	"800225-NA"	"BD66"	"A - Cash"	""	"(450) 555-5808"	"(450) 555-3177"	"0.00"	"CAD"	"Open"	""	""	""	"06/22/1999"	""	"English"	"BERVERLY BRABANTB"	"12/01/2009"	""	"800225"	"n/a"	"0.00"
"BRABANTB BERVERL"	"800225-OB"	"BD66"	"A - Cash"	""	"(450) 555-5808"	"(450) 555-3177"	"0.00"	"USD"	"Open"	""	""	""	"06/04/1999"	""	"English"	"BERVERLY BRABANTB"	"12/01/2009"	""	"800225"	"n/a"	"0.00"
"BRABANTB BERVERL"	"800225-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-5808"	"(450) 555-3177"	"(1,345.57)"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/19/2010"	"English"	"BERVERLY BRABANTB"	"12/01/2009"	""	"800225"	"0.00"	"785,951.96"
"BRABANTB BERVERL"	"800225-SF"	"BD66"	"E - Margin Long"	""	"(450) 555-5808"	"(450) 555-3177"	"3,497.46"	"USD"	"Open"	""	""	""	"01/13/2010"	"01/13/2010"	"English"	"BERVERLY BRABANTB"	"12/01/2009"	""	"800225"	"0.00"	"109,439.18"
"BRACKHAUS BRAD"	"800028-JJ"	"AC44"	"J -"	""	"(450) 555-1414"	"(450) 555-1284"	"0.00"	"CAD"	"Open"	""	""	""	"04/19/2005"	""	"French"	"BRAD BRACKHAUS"	"12/01/2009"	""	"800028"	"n/a"	"0.00"
"BRACKHAUS BRAD"	"800028-NA"	"AC44"	"A - Cash"	""	"(450) 555-1414"	"(450) 555-1284"	"0.00"	"CAD"	"Open"	""	""	""	"05/02/2005"	""	"French"	"BRAD BRACKHAUS"	"12/01/2009"	""	"800028"	"n/a"	"0.00"
"BRACKHAUS BRAD"	"800028-OB"	"AC44"	"A - Cash"	""	"(450) 555-1414"	"(450) 555-1284"	"0.00"	"USD"	"Open"	""	""	""	"04/07/2005"	""	"French"	"BRAD BRACKHAUS"	"12/01/2009"	""	"800028"	"n/a"	"0.00"
"BRASSERIE STAN"	"800275-NA"	"BD77"	"A - Cash"	""	"(450) 555-1983"	"(450) 555-4522"	"0.00"	"CAD"	"Open"	""	""	""	"02/28/2006"	""	"French"	"BRASSERIE CHEZ STAN ENR."	"12/01/2009"	""	"800275"	"n/a"	"0.00"
"BREESE ALAIN"	"800282-NA"	"BD66"	"A - Cash"	""	"(450) 555-9334"	"(450) 555-9512"	"0.00"	"CAD"	"Open"	""	""	""	"04/02/2009"	""	"French"	"ALAIN BREESE"	"12/01/2009"	""	"800282"	"n/a"	"0.00"
"BREESE ALAIN"	"800283-HU"	"BD88"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-1106"	"(450) 555-8881"	"35,969.79"	"CAD"	"Open"	""	""	""	"03/16/2009"	""	"French"	"ALAIN BREESE"	"12/01/2009"	""	"800283"	"n/a"	"35,969.79"
"BREESE ALAIN"	"800283-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-1106"	"(450) 555-8881"	"0.00"	"CAD"	"Open"	""	""	""	"10/25/2007"	""	"French"	"ALAIN BREESE"	"12/01/2009"	""	"800283"	"0.00"	"0.00"
"BRODEUR MARTIN"	"800017-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-9114"	"(450) 555-8987"	"4,953.12"	"CAD"	"Open"	""	""	""	"01/21/2010"	"12/23/2009"	"English"	"MARTIN BRODEUR VIGNEUX"	"12/01/2009"	""	"800017"	"n/a"	"184,401.01"
"BRODEUR MARTIN"	"800017-NA"	"AC42"	"A - Cash"	""	"(450) 555-9114"	"(450) 555-8987"	"3,220.57"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"English"	"MARTIN BRODEUR VIGNEUX"	"12/01/2009"	""	"800017"	"n/a"	"8,742.57"
"BROGAN CLARENCE"	"800081-HU"	"BD66"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-6934"	"(450) 555-0534"	"0.00"	"CAD"	"Open"	""	""	""	"12/04/2006"	""	"French"	"CLARENCE BROGAN"	"12/01/2009"	""	"800081"	"n/a"	"0.00"
"BROGAN CLARENCE"	"800081-LY"	"BD66"	"Y - Life Annuity"	""	"(450) 555-6934"	"(450) 555-0534"	"1,958.90"	"CAD"	"Open"	""	""	""	"01/25/2010"	"12/09/2009"	"French"	"CLARENCE BROGAN"	"12/01/2009"	""	"800081"	"n/a"	"150,646.01"
"BROGAN CLARENCE"	"800081-RE"	"BD66"	"E - Margin Long"	""	"(450) 555-6934"	"(450) 555-0534"	"799.58"	"CAD"	"Open"	""	""	""	"01/19/2010"	"12/31/2009"	"French"	"CLARENCE BROGAN"	"12/01/2009"	""	"800081"	"0.00"	"281,499.23"
"BUCHER BRASSEURS"	"800057-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-7203"	"(450) 555-8729"	"4,837.12"	"CAD"	"Open"	""	""	""	"01/18/2010"	""	"English"	"BRASSEURS BUCHER"	"12/01/2009"	""	"800057"	"n/a"	"297,746.13"
"BUCHER BRASSEURS"	"800057-NA"	"AC42"	"A - Cash"	""	"(450) 555-7203"	"(450) 555-8729"	"0.00"	"CAD"	"Open"	""	""	""	"11/25/2008"	""	"English"	"BRASSEURS BUCHER"	"12/01/2009"	""	"800057"	"n/a"	"0.00"
"BUCHER BRASSEURS"	"800057-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-7203"	"(450) 555-8729"	"848.50"	"CAD"	"Open"	""	""	""	"01/13/2010"	""	"English"	"BRASSEURS BUCHER"	"12/01/2009"	""	"800057"	"0.00"	"113,118.37"
"BULLETIN ACURA"	"800259-FS"	"AC43"	"S - Retirement Savings Plan"	""	"(450) 555-8616"	"(450) 555-9526"	"0.00"	"CAD"	"Open"	""	""	""	"11/16/2006"	""	"English"	"ACURA BULLETIN"	"12/01/2009"	""	"800259"	"n/a"	"0.00"
"BULLETIN ACURA"	"800259-GT"	"AC43"	"T - Retirement Income Funds"	""	"(450) 555-8616"	"(450) 555-9526"	"218.03"	"CAD"	"Open"	""	""	""	"10/29/2009"	""	"English"	"ACURA BULLETIN"	"12/01/2009"	""	"800259"	"n/a"	"534,864.72"
"BULLETIN ACURA"	"800259-JW"	"AC43"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-8616"	"(450) 555-9526"	"5,000.00"	"CAD"	"Open"	""	""	""	"02/10/2009"	""	"English"	"ACURA BULLETIN"	"12/01/2009"	""	"800259"	"n/a"	"5,000.00"
"BULLETIN ACURA"	"800259-NA"	"AC43"	"A - Cash"	""	"(450) 555-8616"	"(450) 555-9526"	"1,607.97"	"CAD"	"Open"	""	""	""	"12/17/2009"	"12/14/2009"	"English"	"ACURA BULLETIN"	"12/01/2009"	""	"800259"	"n/a"	"208,504.18"
"BURDETT ALAIN"	"800281-NA"	"BD66"	"A - Cash"	""	"(450) 555-9313"	"(450) 555-9586"	"924.94"	"CAD"	"Open"	""	""	""	"01/18/2010"	"01/18/2010"	"French"	"ALAIN BURDETT"	"12/01/2009"	""	"800281"	"n/a"	"476,994.31"
"CALCUL SCORE"	"800303-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"0.00"	"CAD"	"Open"	""	""	""	""	""	"French"	"1SCORE FOND"	"01/25/2010"	""	"800303"	"n/a"	"0.00"
"CALCULS ESCOMPTE"	"300005-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"49,951.27"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/22/2010"	"French"	"CALCULS ESCOMPTES"	"01/25/2010"	""	"300005"	"n/a"	"149,707.76"
"CALCULS GAINS/PE"	"300010-NA"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"268,852.65"	"CAD"	"Open"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"CALCULS GAINS/PERTES"	"01/25/2010"	""	"300010"	"n/a"	"517,131.15"
"CALCULS GAINS/PE"	"300010-OB"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"276,630.41"	"USD"	"Open"	""	""	""	"01/25/2010"	"01/25/2010"	"French"	"CALCULS GAINS/PERTES"	"01/25/2010"	""	"300010"	"n/a"	"486,306.24"
"CALCULS USD"	"300006-OB"	"BD88"	"A - Cash"	""	"(450) 555-4444"	"(450) 555-4441"	"17,804.38"	"USD"	"Open"	""	""	""	"01/25/2010"	"01/21/2010"	"French"	"CALCULS USD"	"01/25/2010"	""	"300006"	"n/a"	"196,480.13"
"CALDER CARILYNE"	"800274-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(450) 555-8856"	"(450) 555-8077"	"1,436.85"	"CAD"	"Open"	""	""	""	"12/29/2009"	""	"French"	"CARILYNE CALDER"	"12/01/2009"	""	"800274"	"n/a"	"60,482.00"
"CALDER CARILYNE"	"800274-RE"	"BD88"	"E - Margin Long"	""	"(450) 555-8856"	"(450) 555-8077"	"0.00"	"CAD"	"Open"	""	""	""	"11/07/2003"	""	"French"	"CARILYNE CALDER"	"12/01/2009"	""	"800274"	"0.00"	"0.00"
"CANESSO BEATRICE"	"800258-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-1070"	"(450) 555-0523"	"0.00"	"CAD"	"Open"	""	""	""	"09/30/2008"	""	"French"	"BEATRICE CANESSO"	"12/01/2009"	""	"800258"	"n/a"	"0.00"
"CANESSO BEATRICE"	"800258-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-1070"	"(450) 555-0523"	"0.00"	"CAD"	"Open"	""	""	""	"12/01/2008"	""	"French"	"BEATRICE CANESSO"	"12/01/2009"	""	"800258"	"0.00"	"0.00"
"CAPEK ADRIANA"	"800059-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-3924"	"(450) 555-6516"	"5,393.06"	"CAD"	"Open"	""	""	""	"01/25/2010"	""	"English"	"ADRIANA CAPEK"	"12/01/2009"	""	"800059"	"n/a"	"1,004,630.48"
"CAPEK ADRIANA"	"800059-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-3924"	"(450) 555-6516"	"0.00"	"CAD"	"Open"	""	""	""	"01/02/2009"	""	"English"	"ADRIANA CAPEK"	"12/01/2009"	""	"800059"	"n/a"	"5,205.15"
"CAPEK ADRIANA"	"800059-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-3924"	"(450) 555-6516"	"(20.01)"	"CAD"	"Open"	""	""	""	"01/22/2010"	""	"English"	"ADRIANA CAPEK"	"12/01/2009"	""	"800059"	"0.00"	"651,756.99"
"CAPEK ADRIANA"	"800059-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-3924"	"(450) 555-6516"	"0.00"	"USD"	"Open"	""	""	""	"12/31/2009"	""	"English"	"ADRIANA CAPEK"	"12/01/2009"	""	"800059"	"0.00"	"79,244.77"
"CASTLE ARDEN"	"800284-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-9890"	"(450) 555-4077"	"505.40"	"CAD"	"Open"	""	""	""	"12/31/2009"	""	"French"	"ARDEN CASTLE"	"12/01/2009"	""	"800284"	"n/a"	"40,172.61"
"CASTLE ARDEN"	"800284-HU"	"BD66"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-9890"	"(450) 555-4077"	"0.00"	"CAD"	"Open"	""	""	""	"05/31/2006"	""	"French"	"ARDEN CASTLE"	"12/01/2009"	""	"800284"	"n/a"	"0.00"
"CASTLE ARDEN"	"800284-NA"	"BD66"	"A - Cash"	""	"(450) 555-9890"	"(450) 555-4077"	"0.00"	"CAD"	"Open"	""	""	""	"02/24/2006"	""	"French"	"ARDEN CASTLE"	"12/01/2009"	""	"800284"	"n/a"	"0.00"
"CASTLE ARDEN"	"800284-OB"	"BD66"	"A - Cash"	""	"(450) 555-9890"	"(450) 555-4077"	"0.00"	"USD"	"Open"	""	""	""	""	""	"French"	"ARDEN CASTLE"	"12/01/2009"	""	"800284"	"n/a"	"0.00"
"CATANI BRAY"	"800072-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-2128"	"(450) 555-7689"	"(1,208.31)"	"CAD"	"Open"	""	""	""	"01/18/2010"	""	"French"	"BRAY CATANI"	"12/01/2009"	""	"800072"	"0.00"	"427,301.38"
"CATANI BRAY"	"800072-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-2128"	"(450) 555-7689"	"82,550.22"	"USD"	"Open"	""	""	""	"01/18/2010"	"12/09/2009"	"French"	"BRAY CATANI"	"12/01/2009"	""	"800072"	"0.00"	"161,496.22"
"CELLARD AMIR"	"800200-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-9360"	"(450) 555-5958"	"6,043.91"	"CAD"	"Open"	""	""	""	"01/15/2010"	"01/12/2010"	"French"	"AMIR CELLARD"	"12/01/2009"	""	"800200"	"n/a"	"117,919.14"
"CELLARD AMIR"	"800200-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-9360"	"(450) 555-5958"	"18.14"	"CAD"	"Open"	""	""	""	"06/03/2008"	""	"French"	"AMIR CELLARD"	"12/01/2009"	""	"800200"	"0.00"	"19.51"
"CHADILLON ANNEKE"	"800007-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-0404"	"(450) 555-5460"	"320.91"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/22/2010"	"English"	"ANNEKE CHADILLON"	"12/01/2009"	""	"800007"	"n/a"	"521,426.42"
"CHADILLON ANNEKE"	"800007-NA"	"AC42"	"A - Cash"	""	"(450) 555-0404"	"(450) 555-5460"	"(811.54)"	"CAD"	"Open"	""	""	""	"01/22/2010"	"01/22/2010"	"English"	"ANNEKE CHADILLON"	"12/01/2009"	""	"800007"	"n/a"	"1,232,286.40"
"CHADILLON ANNEKE"	"800008-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-0404"	"(450) 555-5460"	"0.00"	"CAD"	"Open"	""	""	""	"01/19/2010"	""	"English"	"ANNEKE CHADILLON"	"12/01/2009"	""	"800008"	"n/a"	"0.00"
"CHADILLON ANNEKE"	"800008-JW"	"AC42"	"W - Spousal - Retirement Income Funds"	""	"(450) 555-0404"	"(450) 555-5460"	"106.19"	"CAD"	"Open"	""	""	""	"12/31/2009"	""	"English"	"ANNEKE CHADILLON"	"12/01/2009"	""	"800008"	"n/a"	"5,570.67"
"CHADILLON ANNEKE"	"800008-NA"	"AC42"	"A - Cash"	""	"(450) 555-0404"	"(450) 555-5460"	"5,943.20"	"CAD"	"Open"	""	""	""	"01/25/2010"	""	"English"	"ANNEKE CHADILLON"	"12/01/2009"	""	"800008"	"n/a"	"383,990.09"
"CHADILLON ANNEKE"	"800008-OB"	"AC42"	"A - Cash"	""	"(450) 555-0404"	"(450) 555-5460"	"233,938.96"	"USD"	"Open"	""	""	""	"01/25/2010"	"01/25/2010"	"English"	"ANNEKE CHADILLON"	"12/01/2009"	""	"800008"	"n/a"	"784,776.77"
"CHAMPS TRF"	"600001-NA"	"BD88"	"A - Cash"	""	""	""	"0.00"	"CAD"	"Open"	""	""	""	""	""	"French"	"CHAMPS TRF"	"01/25/2010"	""	"600001"	"n/a"	"0.00"
"CHAMPS TRF"	"600001-RE"	"BD88"	"E - Margin Long"	""	""	""	"0.00"	"CAD"	"Open"	""	""	""	""	""	"French"	"CHAMPS TRF"	"01/25/2010"	""	"600001"	"0.00"	"0.00"
"CHAMPS TRF VIDE"	"600002-NA"	"BD88"	"A - Cash"	""	""	""	"0.00"	"CAD"	"Open"	""	""	""	""	""	"French"	"CHAMPS TRF VIDE"	"01/25/2010"	""	"600002"	"n/a"	"0.00"
"CHAMPS TRF VIDE"	"600003-NA"	"BD88"	"A - Cash"	""	""	""	"0.00"	"CAD"	"Open"	""	""	""	""	""	"French"	"CHAMPS TRF VIDE"	"01/25/2010"	""	"600003"	"n/a"	"0.00"
"CHAMPS TRF VIDE"	"600004-NA"	"BD88"	"A - Cash"	""	""	""	"0.00"	"CAD"	"Open"	""	""	""	""	""	"French"	"CHAMPS TRF VIDE"	"01/25/2010"	""	"600004"	"n/a"	"0.00"
"CHATEAUNEUF ADRI"	"800244-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-1057"	"(450) 555-2279"	"0.00"	"CAD"	"Open"	""	""	""	"02/15/2006"	""	"French"	"ADRIAN CHATEAUNEUF"	"12/01/2009"	""	"800244"	"n/a"	"0.00"
"CHATEAUNEUF ADRI"	"800244-NA"	"AC42"	"A - Cash"	""	"(450) 555-1057"	"(450) 555-2279"	"0.00"	"CAD"	"Open"	""	""	""	"07/17/2006"	""	"French"	"ADRIAN CHATEAUNEUF"	"12/01/2009"	""	"800244"	"n/a"	"0.00"
"CHATEAUNEUF ADRI"	"800294-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-1057"	"(450) 555-2279"	"416.08"	"CAD"	"Open"	""	""	""	"01/18/2010"	"01/14/2010"	"French"	"ADRIAN CHATEAUNEUF"	"12/01/2009"	""	"800294"	"n/a"	"497,873.06"
"CHATEAUNEUF ADRI"	"800294-HU"	"AC42"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-1057"	"(450) 555-2279"	"0.00"	"CAD"	"Open"	""	""	""	"09/27/2000"	""	"French"	"ADRIAN CHATEAUNEUF"	"12/01/2009"	""	"800294"	"n/a"	"0.00"
"CHATEAUNEUF ADRI"	"800294-LY"	"AC42"	"Y - Life Annuity"	""	"(450) 555-1057"	"(450) 555-2279"	"0.00"	"CAD"	"Open"	""	""	""	"01/31/2001"	""	"French"	"ADRIAN CHATEAUNEUF"	"12/01/2009"	""	"800294"	"n/a"	"0.00"
"CHATEAUNEUF ADRI"	"800294-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-1057"	"(450) 555-2279"	"41.45"	"CAD"	"Open"	""	""	""	"02/24/2009"	""	"French"	"ADRIAN CHATEAUNEUF"	"12/01/2009"	""	"800294"	"0.00"	"41.45"
"CHATEAUNEUF ADRI"	"800294-SF"	"AC42"	"E - Margin Long"	""	"(450) 555-1057"	"(450) 555-2279"	"474.14"	"CAD"	"Open"	""	""	""	"12/01/2009"	""	"French"	"ADRIAN CHATEAUNEUF"	"12/01/2009"	""	"800294"	"0.00"	"2,497.15"
"CHENIER PAUL"	"800027-FS"	"AC44"	"S - Retirement Savings Plan"	""	"(450) 555-4476"	"(450) 555-9713"	"33,570.89"	"CAD"	"Open"	""	""	""	"01/15/2010"	"01/06/2010"	"French"	"PAUL CHENIER"	"12/01/2009"	""	"800027"	"n/a"	"867,197.05"
"CHENIER PAUL"	"800027-NA"	"AC44"	"A - Cash"	""	"(450) 555-4476"	"(450) 555-9713"	"3,023.75"	"CAD"	"Open"	""	""	""	"01/14/2010"	""	"French"	"PAUL CHENIER"	"12/01/2009"	""	"800027"	"n/a"	"106,237.72"
"CICANSKY DUHAMEL"	"800253-LY"	"BD77"	"Y - Life Annuity"	""	"(450) 555-8945"	"(450) 555-6431"	"0.00"	"CAD"	"Open"	""	""	""	"07/13/2006"	""	"French"	"DUHAMEL CICANSKY"	"12/01/2009"	""	"800253"	"n/a"	"0.00"
"CICANSKY DUHAMEL"	"800253-NA"	"BD77"	"A - Cash"	""	"(450) 555-8945"	"(450) 555-6431"	"0.00"	"CAD"	"Open"	""	""	""	"06/21/2006"	""	"French"	"DUHAMEL CICANSKY"	"12/01/2009"	""	"800253"	"n/a"	"0.00"
"CLEMENT BRETT"	"800209-HU"	"AC42"	"R - RSP Locked-in (Locked-in & LIRA)"	""	"(450) 555-5562"	"(450) 555-5034"	"0.00"	"CAD"	"Open"	""	""	""	"05/19/2004"	""	"English"	"BRETT CLEMENT"	"12/01/2009"	""	"800209"	"n/a"	"0.00"
"CLEMENT BRETT"	"800209-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-5562"	"(450) 555-5034"	"0.00"	"CAD"	"Open"	""	""	""	"05/17/2004"	""	"English"	"BRETT CLEMENT"	"12/01/2009"	""	"800209"	"0.00"	"0.00"
"CONWAY BORDELEAU"	"800080-GT"	"BD66"	"T - Retirement Income Funds"	""	"(450) 555-6290"	"(450) 555-3377"	"635.64"	"CAD"	"Open"	""	""	""	"01/04/2010"	""	"French"	"BORDELEAU CONWAY"	"12/01/2009"	""	"800080"	"n/a"	"96,413.79"
"CONWAY BORDELEAU"	"800080-NA"	"BD66"	"A - Cash"	""	"(450) 555-6290"	"(450) 555-3377"	"4,370.30"	"CAD"	"Open"	""	""	""	"01/04/2010"	""	"French"	"BORDELEAU CONWAY"	"12/01/2009"	""	"800080"	"n/a"	"799,516.11"
"COUSSON BOURSE"	"800012-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-0007"	"(450) 555-1949"	"0.00"	"CAD"	"Open"	""	""	""	"10/25/2005"	""	"English"	"BOURSE COUSSON"	"12/01/2009"	""	"800012"	"n/a"	"0.00"
"COUSSON BOURSE"	"800012-NA"	"AC42"	"A - Cash"	""	"(450) 555-0007"	"(450) 555-1949"	"0.00"	"CAD"	"Open"	""	""	""	"10/20/2005"	""	"English"	"BOURSE COUSSON"	"12/01/2009"	""	"800012"	"n/a"	"0.00"
"CROIL CHRYSTIAN"	"800051-BO"	"AC55"	"C - Cash On Delivery"	""	"(450) 555-6110"	"(450) 555-9648"	"0.00"	"USD"	"Open"	""	""	""	"10/28/2008"	""	"French"	"CHRYSTIAN CROIL"	"12/01/2009"	""	"800051"	"n/a"	"0.00"
"CULLEN CARLISLE"	"800292-FS"	"BD88"	"S - Retirement Savings Plan"	""	"(416) 666-9876"	"(416) 666-6543"	"6,892.78"	"CAD"	"Open"	""	""	""	"01/15/2010"	""	"English"	"CARLISLE CULLEN"	"12/01/2009"	""	"800292"	"n/a"	"239,616.87"
"CULLEN CARLISLE"	"800292-JW"	"BD88"	"W - Spousal - Retirement Income Funds"	""	"(416) 666-9876"	"(416) 666-6543"	"0.02"	"CAD"	"Open"	""	""	""	"01/20/2010"	""	"English"	"CARLISLE CULLEN"	"12/01/2009"	""	"800292"	"n/a"	"10,359.98"
"CULLEN CARLISLE"	"800292-RE"	"BD88"	"E - Margin Long"	""	"(416) 666-9876"	"(416) 666-6543"	"236.28"	"CAD"	"Open"	""	""	""	"01/20/2010"	""	"English"	"CARLISLE CULLEN"	"12/01/2009"	""	"800292"	"0.00"	"36,825.04"
"CULLEN EDWARD"	"800289-OB"	"AC42"	"A - Cash"	""	"(416) 666-9876"	"(416) 666-6543"	"0.00"	"USD"	"Open"	""	""	""	"01/15/2010"	""	"English"	"EDWARD CULLEN"	"12/01/2009"	""	"800289"	"n/a"	"0.00"
"DABADIE AMERICO"	"800010-JJ"	"AC42"	"J -"	""	"(450) 555-8486"	"(450) 555-2810"	"1,097.20"	"CAD"	"Open"	""	""	""	"01/25/2010"	""	"French"	"AMERICO DABADIE"	"12/01/2009"	""	"800010"	"n/a"	"1,097.20"
"DABADIE AMERICO"	"800010-NA"	"AC42"	"A - Cash"	""	"(450) 555-8486"	"(450) 555-2810"	"14.41"	"CAD"	"Open"	""	""	""	"03/16/2009"	""	"French"	"AMERICO DABADIE"	"12/01/2009"	""	"800010"	"n/a"	"72,497.34"
"DEEM ANDREA"	"800251-FS"	"AC42"	"S - Retirement Savings Plan"	""	"(450) 555-4859"	"(450) 555-0474"	"0.00"	"CAD"	"Open"	""	""	""	"12/01/2009"	""	"French"	"ANDREA DEEM"	"12/01/2009"	""	"800251"	"n/a"	"(17,095.80)"
"DEEM ANDREA"	"800251-GT"	"AC42"	"T - Retirement Income Funds"	""	"(450) 555-4859"	"(450) 555-0474"	"6,990.70"	"CAD"	"Open"	""	""	""	"12/31/2009"	"12/16/2009"	"French"	"ANDREA DEEM"	"12/01/2009"	""	"800251"	"n/a"	"465,759.21"
"DEEM ANDREA"	"800251-RE"	"AC42"	"E - Margin Long"	""	"(450) 555-4859"	"(450) 555-0474"	"5,622.86"	"CAD"	"Open"	""	""	""	"01/25/2010"	"12/16/2009"	"French"	"ANDREA DEEM"	"12/01/2009"	""	"800251"	"0.00"	"862,032.93"
"DELISLE YOGOURT"	"800047-RE"	"AC55"	"E - Margin Long"	""	"(450) 555-2059"	"(450) 555-3010"	"(8,749.74)"	"CAD"	"Open"	""	""	""	"01/20/2010"	""	"French"	"YOGOURT DELISLE"	"12/01/2009"	""	"800047"	"0.00"	"549,292.84"
"DELISLE YOGOURT"	"800047-SF"	"AC55"	"E - Margin Long"	""	"(450) 555-2059"	"(450) 555-3010"	"234.57"	"USD"	"Open"	""	""	""	"11/27/2009"	"11/25/2009"	"French"	"YOGOURT DELISLE"	"12/01/2009"	""	"800047"	"0.00"	"16,751.99"
"DEMERCHANT ARNAS"	"800288-FS"	"BD66"	"S - Retirement Savings Plan"	""	"(450) 555-4579"	"(450) 555-5962"	"18,218.90"	"CAD"	"Open"	""	""	""	"03/16/2009"	""	"English"	"ARNAST DEMERCHANT"	"12/01/2009"	""	"800288"	"n/a"	"44,559.16"
